limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default,util_rate_1,util_rate_2,util_rate_3,util_rate_4,util_rate_5,util_rate_6,util_rate_mean,util_rate_max,util_rate_std,pay_ratio_1,pay_ratio_2,pay_ratio_3,pay_ratio_4,pay_ratio_5,pay_ratio_6,pay_ratio_mean,pay_ratio_min,full_payment_count,minimal_payment_count,bill_trend,bill_growth_rate,bill_recent_vs_avg,pay_amt_mean,pay_trend,pay_consistency,debt_to_limit,debt_to_limit_max,pay_status_mean,pay_status_max,severe_delay_count,age_utilization,behavior_stability,crisis_indicator
360000,2,1,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5,1,0,0.0,0.0,0
180000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5,1,0,0.0,0.0,0
130000,2,3,2,39,0,0,0,0,0,-1,38358,27688,24489,20616,11802,930,3000,1537,1000,2000,930,33764,0,0.2950592687748555,0.2129829770540226,0.1883754740348151,0.1585833955123422,0.0907839170467919,0.0071537911246836,0.1588231372579185,0.2950592687748555,0.0999998959058865,0.0782085038713209,0.0555094080681859,0.0408329930583911,0.097007324052966,0.0787935270693891,36.26638023630505,6.1027886654042165,0.0408329930583911,1,5,37428,40.20193340494093,1.8576951948922016,7038.5,-30764,1.863032402048288,0.2950592687748555,0.2950592687748555,-0.1666666666666666,0,0,6.194102353058823,2.4926324376121145,0
120000,2,2,1,39,-1,-1,-1,-1,-1,-1,316,316,316,0,632,316,316,316,0,632,316,0,1,0.0026333113890717,0.0026333113890717,0.0026333113890717,0.0,0.0052666227781435,0.0026333113890717,0.0026333113890717,0.0052666227781435,0.0016654523555857,0.996845425867508,0.996845425867508,0.0,632.0,0.4992101105845181,0.0,105.74881682705325,0.0,1,2,0,0.0,0.996845425867508,263.3333333333333,316,0.8999098042474261,0.0026333113890717,0.0052666227781435,-1.0,-1,0,0.1026991441737985,1.530370208419797,0
70000,2,2,2,26,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,1,0.5869487578748875,0.6063484807359895,0.6431336695190069,0.6286481621691119,0.6700618562591963,0.6573048956443479,0.6320743037004234,0.6700618562591963,0.0313426794980841,0.0488463785046729,0.0843895773453329,0.0,0.0818278910173381,0.0,0.0395540390759133,0.0424363143238762,0.0,0,6,-4925,-0.1070349683785017,0.9285862265096184,1835.0,187,0.8760440421507966,0.5869487578748875,0.6700618562591963,1.3333333333333333,2,4,16.433931896211007,0.9256299388638282,0
450000,2,1,1,40,-2,-2,-2,-2,-2,-2,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,1,0.0122488616691962,0.0431554596545341,0.0032733260592754,0.0012444416790184,0.0,0.0,0.0099870148436707,0.0431554596545341,0.0168893387427799,3.52403410121531,0.0758457339992791,0.3799185888738127,0.0,0.0,1128.0,188.66329973734807,0.0,2,3,5512,5512.0,1.226205924882281,3764.8333333333335,18300,2.043696618629383,0.0122488616691962,0.0431554596545341,-2.0,-2,0,0.3994805937468287,3.734450240724906,0
90000,1,1,2,23,0,0,0,-1,0,0,4744,7070,0,5398,6360,8292,5757,0,5398,1200,2045,2000,0,0.0527105254386062,0.0785546827257474,0.0,0.0599771113654292,0.0706658814902056,0.092132309641004,0.0590067517768321,0.092132309641004,0.0320553905387392,1.213277133825079,0.0,5398.0,0.2222633821077977,0.3214903317088508,0.2411672494875196,899.9996996828546,0.0,2,1,-3548,-0.4278307005908597,0.8931283338562911,2733.3333333333335,3757,0.8510641571435705,0.0527105254386062,0.092132309641004,-0.1666666666666666,0,0,1.3571552908671387,1.3942114186202703,0
50000,1,3,2,23,0,0,0,0,0,0,47620,41810,36023,28967,29829,30046,1973,1426,1001,1432,1062,997,0,0.9523809523809524,0.8361832763344733,0.7204455910881782,0.5793284134317314,0.5965680686386272,0.6009079818403632,0.7143023806190544,0.9523809523809524,0.1526510581801619,0.041431301316646,0.0341058573102772,0.02778703086831,0.0494338580502623,0.035601743211532,0.033181349219556,0.0369235233294306,0.02778703086831,0,6,17574,0.5848836822311712,1.3332648937709108,1315.1666666666667,976,0.2888577265929097,0.9523809523809524,0.9523809523809524,0.0,0,0,16.42895475423825,0.50255823830493,0
60000,1,1,2,27,1,-2,-1,-1,-1,-1,-109,-425,259,-57,127,-189,0,1000,0,500,0,1000,1,-0.0018166363893935,-0.0070832152797453,0.0043165947234212,-0.0009499841669305,0.0021166313894768,-0.0031499475008749,-0.0010944262040077,0.0043165947234212,0.0040055774064483,-0.0,-2.358490566037736,0.0,-8.928571428571429,0.0,-5.319148936170213,-2.7677018217965625,-8.928571428571429,0,6,80,-0.425531914893617,1.685567010309278,416.6666666666667,-1000,1.1770056826618216,-0.0018166363893935,0.0043165947234212,-0.8333333333333334,1,0,-0.0295495075082081,-2.5395713786419263,0
50000,2,3,2,30,0,0,0,0,0,0,22541,16138,17163,17878,18931,19617,1300,1300,1000,1500,1000,1012,0,0.4508109837803244,0.3227535449291014,0.3432531349373012,0.3575528489430211,0.378612427751445,0.3923321533569329,0.374219182283021,0.4508109837803244,0.0449423162886272,0.0576701268742791,0.0805502199640622,0.0582614775110696,0.0838973096929358,0.0528206211705049,0.0515852788255683,0.0641308390064033,0.0515852788255683,0,6,2924,0.1490467937608318,1.2046065874556888,1185.3333333333333,288,0.1784366122649795,0.4508109837803244,0.4508109837803244,0.0,0,0,11.226575468490632,0.298526433064861,0
50000,2,3,1,47,-1,-1,-1,-1,-1,-1,650,3415,3416,2040,30430,257,3415,3421,2044,30430,257,0,0,0.0129997400051998,0.0682986340273194,0.0683186336273274,0.0407991840163196,0.6085878282434352,0.0051398972020559,0.1340239861869429,0.6085878282434352,0.2340071348296818,5.245775729646698,1.001463700234192,0.5981855428738659,14.9093581577658,0.0084453353488219,0.0,3.627204744311563,0.0,3,2,393,1.5232558139534884,0.09698115084299,6594.5,3415,1.78455686005884,0.0129997400051998,0.6085878282434352,-1.0,-1,0,6.299127350786319,3.5303057159725393,0
50000,1,1,2,26,0,0,0,0,0,0,15329,16575,17496,17907,18375,11400,1500,1500,1000,1000,1600,0,0,0.3065738685226295,0.3314933701325973,0.3499130017399652,0.3581328373432531,0.367492650146997,0.2279954400911981,0.3236001946627734,0.367492650146997,0.0515827141060508,0.0978473581213307,0.0904922779922779,0.0571526547408127,0.055840964931874,0.087070091423596,0.0,0.0647338912016485,0.0,0,6,3929,0.3446188930795544,0.9473261371127224,1100.0,1500,0.5449591280653951,0.3065738685226295,0.367492650146997,0.0,0,0,8.413605061232108,0.7043518823511965,0
230000,2,1,2,27,-1,-1,-1,-1,-1,-1,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,0,0.0723735983756592,0.0750648910222129,0.0576780100956082,0.0666910143868939,0.0622040773735766,0.1605340846344146,0.0824242793147276,0.1605340846344146,0.0387945576145773,1.037424160509401,0.7691995829954824,1.1561769804778774,0.9326597131681876,2.606374056471904,0.0,1.0836390822704751,0.0,3,1,-20277,-0.5491550211244719,0.8780153315985653,16248.166666666666,17270,0.7391600587893897,0.0723735983756592,0.1605340846344146,-1.0,-1,0,2.225455541497646,1.2098042872465815,0
50000,1,2,2,33,2,0,0,0,0,0,30518,29618,22102,22734,23217,23680,1718,1500,1000,1000,1000,716,1,0.6103477930441391,0.5923481530369392,0.4420311593768125,0.4546709065818684,0.4643307133857323,0.4735905281894362,0.5062198756024879,0.6103477930441391,0.0746425710786726,0.0562928012058062,0.0506431682366048,0.0452427272315975,0.0439850450846712,0.0430700318718235,0.0302352096617541,0.0449114972153762,0.0302352096617541,0,6,6838,0.2887546978590431,1.2056493827160495,1155.6666666666667,1002,0.3236681007717372,0.6103477930441391,0.6103477930441391,0.3333333333333333,2,1,16.7052558948821,0.4711131653250098,0
100000,1,1,2,32,0,0,0,0,0,0,93036,84071,82880,80958,78703,75589,3023,3511,3302,3204,3200,2504,0,0.930350696493035,0.8407015929840702,0.8287917120828792,0.8095719042809572,0.7870221297787022,0.7558824411755882,0.8253867461325387,0.930350696493035,0.0596931664779243,0.0324924492406247,0.0417618231991626,0.0398402528927015,0.039575587643128,0.0406586704614759,0.0331260748776293,0.0379091430524536,0.0324924492406247,0,6,17447,0.2308109538298716,1.1271557598996855,3124.0,519,0.1097586005741691,0.930350696493035,0.930350696493035,0.0,0,0,26.41237587624124,0.1820791746070246,0
500000,2,2,1,54,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,0,0.0218579562840874,0.0083039833920332,0.0454439091121817,0.0150419699160601,0.1428777142445715,0.0179619640760718,0.0419145828375009,0.1428777142445715,0.0510564706614495,0.379871912168344,5.496508548037563,0.3309862254103771,9.49734113267748,0.0137318029115341,5.742818971275885,3.5768764320801973,0.0137318029115341,3,1,1948,0.2168782008461367,0.5214632206759444,26417.0,-47430,1.0935417003793952,0.0218579562840874,0.1428777142445715,-2.0,-2,0,2.2633874732250536,2.3115911502654587,0
500000,1,1,1,58,-2,-2,-2,-2,-2,-2,13709,5006,31130,3180,0,5293,5006,31178,3180,0,5293,768,0,0.0274179451641096,0.01001197997604,0.062259875480249,0.0063599872800254,0.0,0.0105859788280423,0.0194392944547444,0.062259875480249,0.0228625061068954,0.3651349380014588,6.226882364689435,0.1021489833285149,0.0,5293.0,0.1450698904420098,883.3065393627435,0.0,2,1,8416,1.589724216093691,1.410294218503532,7570.833333333333,4238,1.553632818785038,0.0274179451641096,0.062259875480249,-2.0,-2,0,1.1274790783751765,2.729609354957508,0
160000,1,1,2,30,-1,-1,-2,-2,-2,-1,30265,-131,-527,-923,-1488,-1884,131,396,396,565,792,0,0,0.1891550677808263,-0.0008187448828444,-0.0032937294141911,-0.0057687139455378,-0.0092999418753632,-0.0117749264067099,0.0263665018760299,0.1891550677808263,0.0798478803827477,0.0043282891693649,-3.046153846153846,-0.752851711026616,-0.6127982646420824,-0.5326160053799597,-0.0,-0.8233485896721898,-3.046153846153846,0,6,32149,-17.07328730748805,7.172367485583379,380.0,131,0.7523996418787897,0.1891550677808263,0.1891550677808263,-1.5,-1,0,0.7909950562808982,3.7800655023227487,0
280000,1,2,1,40,0,0,0,0,0,0,186503,181328,180422,170410,173901,177413,8026,8060,6300,6400,6400,6737,0,0.6660797640008429,0.6475976871511173,0.6443619844214842,0.6086049692679669,0.6210727818829218,0.6336155942300206,0.6368887968257256,0.6660797640008429,0.0204131159536313,0.0430339295671942,0.0444495916262704,0.0349179428343393,0.0375562610394868,0.0368023369483962,0.0379733279222609,0.0391222316563246,0.0349179428343393,0,6,9090,0.0512360918529541,1.045827830909463,6987.166666666667,1289,0.1189437505506333,0.6660797640008429,0.6660797640008429,0.0,0,0,25.475551873029023,0.1509948740552089,0
60000,2,2,2,22,0,0,0,0,0,-1,15054,9806,11068,6026,-28335,18660,1500,1518,2043,0,47671,617,0,0.2508958184030266,0.1634306094898418,0.1844635922734621,0.1004316594723421,-0.472242129297845,0.3109948167530541,0.0896623945156469,0.3109948167530541,0.284698417873544,0.0996346728661574,0.1547873967574181,0.1845695184750203,0.0,-1.682466294910708,0.0330636085954664,-0.2017351830361076,-1.682466294910708,0,4,-3606,-0.1932372327313648,2.7977079138919003,8891.5,883,2.1379812968693916,0.2508958184030266,0.3109948167530541,-0.1666666666666666,0,0,1.9725726793442329,5.312617772786477,0
50000,1,1,2,25,1,-1,-1,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1,0.0,0.0155996880062398,0.0,0.0,0.0,0.0,0.0025999480010399,0.0155996880062398,0.006368545960317,780.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,1,5,0,0.0,0.0,130.0,780,2.4307913478001004,0.0,0.0155996880062398,-1.1666666666666667,1,0,0.0649987000259994,4.861582695600201,0
280000,1,1,2,31,-1,-1,2,-1,0,-1,498,9075,4641,9976,17976,9477,9075,0,9976,8000,9525,781,0,0.0017785650765532,0.0324105985335766,0.0165749408037828,0.0356284441841279,0.0641997707151045,0.0338463076917582,0.0307397711674839,0.0641997707151045,0.0209537910857589,18.18637274549098,0.0,2.1490736751400257,0.8018442417560389,0.529843689158369,0.0824013504958852,3.624922617006884,0.0,2,2,-8979,-0.9473517619751002,0.057852039729714,6226.166666666667,8294,0.734570850004564,0.0017785650765532,0.0641997707151045,-0.3333333333333333,2,1,0.9529329061920018,1.4161425115434432,0
360000,1,1,2,33,0,0,0,0,0,0,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,0,0.6074094238627115,0.61470940358499,0.5747067369257307,1.7463812600520554,0.5443568212310521,0.4978430615470512,0.7642344512005984,1.7463812600520554,0.4830725581777355,0.045731219331501,0.0316316985770254,0.0290000773335395,0.3003658342611738,0.1428790120936878,0.0223183149672199,0.0953210260940246,0.0223183149672199,0,4,39444,0.2200809038917561,0.7947917228277692,40640.0,6000,1.7992765462754632,0.6074094238627115,1.7463812600520554,0.0,0,0,25.219736889619742,2.4313741985036574,0
70000,2,1,2,25,0,0,0,0,0,0,67521,66999,63949,63699,64718,65970,3000,4500,4042,2500,2800,2500,0,0.9645719346866474,0.9571148983585948,0.913544092227254,0.9099727146755048,0.9245296495764346,0.9424151083555948,0.9353580663133384,0.9645719346866474,0.0228653967409165,0.0444299635674298,0.0671641791044776,0.0632056293979671,0.0392464678178963,0.0432639564888209,0.0378954389049734,0.0492009392135942,0.0378954389049734,0,6,1551,0.0235103302966454,1.03121706858897,3223.6666666666665,500,0.2622435626266328,0.9645719346866474,0.9645719346866474,0.0,0,0,23.38395165783346,0.2866887974000784,0
10000,1,2,2,22,0,0,0,0,0,0,1877,3184,6003,3576,3670,4451,1500,2927,1000,300,1000,500,0,0.1876812318768123,0.3183681631836816,0.6002399760023998,0.3575642435756424,0.366963303669633,0.4450554944505549,0.3793120687931206,0.6002399760023998,0.1372540239053037,0.7987220447284346,0.918995290423862,0.1665556295802798,0.0838691641039977,0.2724053391446472,0.1123090745732255,0.3921427570924078,0.0838691641039977,0,1,-2574,-0.578167115902965,0.4946633285017789,1204.5,1000,0.7827899404303891,0.1876812318768123,0.6002399760023998,0.0,0,0,8.344865513448653,1.144544451716973,0
140000,2,2,1,37,0,0,0,0,0,0,59504,61544,62925,64280,67079,69802,3000,3000,3000,4000,4000,3000,0,0.425025535531889,0.4395968600224284,0.4494610752780337,0.4591395775744459,0.4791322919122006,0.4985821529846215,0.4584895822172699,0.4985821529846215,0.0268039157523421,0.0504159314343332,0.0487448208627833,0.0476750468804627,0.062226785519827,0.0596302921884317,0.0429780954973281,0.051945162063861,0.0429780954973281,0,6,-10298,-0.1475294758104952,0.926997974762424,3333.3333333333335,0,0.1548728719867006,0.425025535531889,0.4985821529846215,0.0,0,0,16.964114542038985,0.2133333021042213,0
40000,2,1,2,30,0,0,0,2,0,0,18927,21295,25921,25209,26636,29197,3000,5000,0,2000,3000,0,0,0.4731631709207269,0.532361690957726,0.6480087997800055,0.6302092447688807,0.6658833529161771,0.7299067523311917,0.6132555019457847,0.7299067523311917,0.0938531788364279,0.1584953508030431,0.234785875281743,0.0,0.0793335977786592,0.112625295641401,0.0,0.0975400199174744,0.0,0,3,-10270,-0.3517364203027605,0.7715281504983321,2166.6666666666665,3000,0.8953360989087891,0.4731631709207269,0.7299067523311917,0.3333333333333333,2,1,18.39766505837354,1.0483707684185806,0
210000,1,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.0,-2,0,0.0,0.0,0
