default,revolvingutilizationofunsecuredlines,age,numberoftime3059dayspastduenotworse,debtratio,monthlyincome,numberofopencreditlinesandloans,numberoftimes90dayslate,numberrealestateloansorlines,numberoftime6089dayspastduenotworse,numberofdependents,total_late_payments,has_late_payments,income_to_debt,age_group
0,0.142013011,67,0,1824.0,5400.0,7,0,2,0,0,0,0,0.0005482453134619992,3
0,0.827708197,56,0,0.369590815,6793.0,15,1,1,0,0,1,1,2.6983939145928373,2
0,0.059668871,31,0,3162.0,0.0,11,0,2,0,1,0,0,0.0003162554344543218,1
1,0.13306279,49,1,0.182881653,10257.0,9,0,2,0,3,1,1,5.4382804574853365,2
0,0.234218112,36,0,0.116614347,8600.0,19,0,0,0,3,0,0,8.502364086585457,1
0,0.122295933,29,0,0.694646949,4800.0,5,0,1,0,0,0,0,1.437510796874062,0
0,0.460376317,37,0,0.074155949,4975.0,6,0,0,0,0,0,0,13.305666594669704,1
0,0.335558577,69,0,0.270448637,15000.0,14,0,2,0,1,0,0,3.683938188276849,3
0,0.270522569,41,0,2.797698945,1042.0,11,0,2,0,2,0,0,0.35730888518271836,1
0,0.183316667,52,0,0.111131623,10833.0,14,0,2,0,1,0,0,8.918090840440257,2
0,0.074861676,66,0,0.208842479,4500.0,3,0,1,0,0,0,0,4.7654793479636695,3
0,0.017258977,53,0,2.604510673,12414.0,13,0,1,0,2,0,0,0.38380192043066713,2
0,0.054497069,56,0,0.492021814,4950.0,18,0,2,0,0,0,0,2.028307818444723,2
0,0.029164236,31,0,0.395031809,3300.0,10,0,1,0,0,0,0,2.525049698722559,1
0,0.0,58,0,0.316144874,4886.0,9,0,1,0,1,0,0,3.1531331009310275,2
0,0.360509632,58,1,3282.0,5400.0,8,0,2,0,0,1,1,0.0003046921679792297,2
0,0.003749688,64,0,0.004061231,3200.0,5,0,0,1,0,1,1,197.58039101554542,3
1,0.734477501,45,0,0.591477634,4716.0,13,0,2,0,2,0,0,1.687827426072931,1
0,0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0,0,0,2.0479675072424373,2
0,0.039387786,51,0,15466.0,0.0,7,0,0,0,0,0,0,6.465795521415006e-05,2
0,0.023767433,83,0,0.123797734,10500.0,13,0,0,0,0,0,0,8.01296600465518,3
0,0.784835658,52,0,2662.0,5400.0,10,0,2,1,0,1,1,0.00037565725933235935,2
0,0.888822236,34,0,0.368403802,3050.0,4,0,0,0,1,0,0,2.707064720465438,1
0,0.791173628,44,0,0.51241535,3100.0,5,0,1,0,0,0,0,1.9477407521999486,1
0,0.24535301,37,0,0.288417167,6500.0,11,1,1,1,0,2,1,3.455220056106762,1
0,0.542242704,48,2,10.0,5400.0,2,0,0,0,0,2,1,0.09999000099990002,2
0,0.010531379,57,0,0.280664917,5714.0,6,0,1,0,0,0,0,3.5503179119748163,2
0,0.363199686,32,0,0.480523957,2900.0,4,0,1,0,0,0,0,2.076739870286454,1
0,0.032617977,75,0,0.006799093,7500.0,4,0,0,0,0,0,0,128.22003789415,3
0,0.013024674,61,0,15.0,5400.0,4,0,0,0,0,0,0,0.06666222251849876,3
0,0.019387779,34,0,0.32591852,4000.0,9,0,1,0,0,0,0,3.0588661664074586,1
0,0.634485057,52,0,0.138238573,2690.0,2,0,0,0,0,0,0,7.18191790144244,2
0,0.888008615,44,0,0.299246282,4908.0,8,0,0,0,1,0,0,3.3305991112989037,1
0,0.003108849,57,0,0.258939285,8333.0,7,0,1,0,0,0,0,3.847052206825913,2
0,0.114830941,46,0,0.026235802,6250.0,6,0,0,0,3,0,0,36.71637794987642,2
0,0.018886792,80,0,0.003478779,10060.0,5,0,0,0,0,0,0,223.2751381570736,3
0,0.635415157,32,0,0.519493502,3000.0,4,0,1,0,1,0,0,1.9212535721531447,1
0,0.9999999,62,0,0.664221287,8314.0,8,0,3,0,0,0,0,1.503259170357848,3
0,0.041257909,61,0,4739.0,5400.0,11,0,4,0,0,0,0,0.00021101493753641326,3
0,0.096737158,47,0,0.009748781,8000.0,2,0,0,0,2,0,0,93.03380541477216,2
0,0.31844615,58,0,1.382629108,3833.0,26,0,4,0,0,0,0,0.7227370356825422,2
0,0.186987534,52,0,0.023993145,3500.0,4,0,0,0,0,0,0,40.01097100825046,2
0,0.006541851,68,0,0.108089191,10000.0,10,0,2,0,1,0,0,9.166811036301478,3
0,0.180972181,39,1,0.384441575,3097.0,7,0,1,0,3,1,1,2.5944269244956257,1
0,0.00750765,74,0,7.0,5400.0,4,0,0,0,0,0,0,0.142836737608913,3
0,0.06790706,46,0,0.149103029,10200.0,6,0,2,0,0,0,0,6.662090743018917,2
0,0.033461782,44,0,1.243362832,4067.0,5,0,2,0,1,0,0,0.8036241313899997,1
0,0.007520592,68,0,269.0,5400.0,4,0,0,0,0,0,0,0.0037174582994115267,3
0,0.015271802,68,0,0.12290366,8168.0,6,0,0,0,0,0,0,8.070786609531954,3
0,0.51712072,31,0,0.123752495,500.0,3,0,0,0,0,0,0,8.015871746693323,1
0,0.317975796,34,0,0.297933792,4500.0,11,0,2,0,0,0,0,3.3452223427453798,1
0,0.297594642,67,0,0.239507959,4145.0,13,0,0,0,0,0,0,4.157866559418102,3
0,0.444837661,58,0,0.366545247,14000.0,9,0,2,1,4,1,1,2.7207534532476214,2
0,0.277956679,39,0,4090.0,5400.0,9,0,2,0,0,0,0,0.0002444987177264749,1
0,0.003722015,58,0,0.63332301,3228.0,5,0,1,0,0,0,0,1.5764838800345584,2
0,0.0,61,0,0.2226598,3300.0,14,0,1,0,0,0,0,4.471076161205545,3
0,0.0,59,0,0.218854341,19167.0,13,0,2,0,0,0,0,4.5484660227836935,2
0,0.151912549,36,0,0.266394467,12000.0,22,0,2,0,0,0,0,3.7397931648301457,1
0,0.0,59,0,0.351699622,4500.0,12,0,1,0,0,0,0,2.8352738070130394,2
0,0.175727593,43,1,994.0,5400.0,4,0,1,0,0,1,1,0.0010060352051959706,1
0,0.011498563,77,0,0.001998002,1000.0,1,0,0,0,0,0,0,333.5554812838684,3
0,0.0,48,0,0.517468688,4550.0,7,0,2,0,0,0,0,1.928756785404946,2
0,0.163037489,81,0,0.086482558,2751.0,7,0,0,0,1,0,0,11.430850021555154,3
0,0.047311582,51,0,0.100920343,3150.0,5,0,0,0,0,0,0,9.81158393472047,2
0,0.083880003,53,0,0.199647533,7943.0,8,0,1,0,0,0,0,4.983863918227193,2
0,0.089478348,56,0,1.065901518,2700.0,11,0,1,0,2,0,0,0.9372936331317508,2
0,0.773519223,63,0,1.129227053,4139.0,12,0,1,0,1,0,0,0.8847779721301717,3
0,0.093962275,55,0,0.112051635,9450.0,6,0,2,0,0,0,0,8.845515591172122,2
0,0.21955042,54,0,0.315983758,5417.0,20,0,2,0,1,0,0,3.154735770404993,2
0,0.147996253,55,0,0.323088235,6799.0,5,0,1,0,0,0,0,3.0855794564711676,2
0,0.576518559,72,0,3031.0,5400.0,11,0,1,0,0,0,0,0.0003299240086030984,3
0,0.243872021,53,0,0.534027778,8639.0,22,0,2,0,3,0,0,1.8690618340193919,2
0,0.362483818,27,0,567.0,5400.0,4,0,0,0,0,0,0,0.0017636653198142508,0
0,0.116676791,31,0,0.343593791,3800.0,7,0,1,0,0,0,0,2.901967551702056,1
0,0.9999999,38,0,0.43369976,5821.0,7,0,1,0,4,0,0,2.3004383531290653,1
0,0.496911825,40,0,0.452363811,12500.0,11,0,2,0,2,0,0,2.205734061115875,1
0,0.130902106,48,1,0.427882174,3937.0,17,0,1,0,0,1,1,2.331642722926507,2
0,0.54699881,50,0,0.748071979,3500.0,9,0,2,0,3,0,0,1.3349851923909706,2
0,0.072277109,34,0,0.025911708,2083.0,2,0,0,0,0,0,0,37.15854824227433,1
0,0.0,48,2,0.370876375,3000.0,14,0,1,0,5,2,1,2.6890656874882146,2
0,0.175932019,57,1,0.655812625,3500.0,9,0,1,0,1,1,1,1.5225042301828469,2
0,0.050789842,30,0,0.315171207,4000.0,4,0,1,0,1,0,0,3.1628433515136627,0
0,0.0,28,0,0.144616356,3166.0,7,0,0,0,0,0,0,6.867360422066873,0
0,0.21286031,36,0,0.563752087,9583.0,10,0,2,0,1,0,0,1.7706884543128745,1
0,0.012682366,60,0,0.412979783,6825.0,20,0,2,0,0,0,0,2.4155768978699137,2
0,0.121557062,58,0,0.342971419,12000.0,23,0,2,0,4,0,0,2.9072182883892457,2
0,0.040795358,49,0,0.801999355,3100.0,11,0,1,0,0,0,0,1.2453310127503154,2
0,0.147712223,40,0,0.034847816,6800.0,6,0,0,0,3,0,0,27.8957022095851,1
0,0.0,63,0,2.0,5400.0,4,0,0,0,0,0,0,0.49975012493753124,3
0,0.0,50,1,0.726566993,3477.0,5,0,1,0,1,1,1,1.3744438788745326,2
0,0.070771911,38,0,2088.0,5400.0,6,0,1,0,0,0,0,0.00047892697369397805,1
1,1.046279103,47,1,1.104301274,5416.0,6,0,2,0,1,1,1,0.9047307042188392,2
0,0.323719804,63,0,0.610841267,5146.0,9,0,2,0,2,0,0,1.6344108413988363,3
0,0.36459777,42,0,0.593899089,6916.0,7,0,3,0,0,0,0,1.6809573564500786,1
0,0.637736406,54,2,3.382196162,1875.0,9,0,2,0,0,2,1,0.29557848617587784,2
0,0.081379827,63,0,1268.0,5400.0,8,0,1,0,0,0,0,0.0007886429111648966,3
0,0.020966389,29,0,639.5,1.0,3,0,1,0,2,0,0,0.0015637192123233584,0
0,0.170103002,36,0,0.138461538,7734.0,8,0,0,0,0,0,0,7.170435765594382,1
0,0.771845631,33,0,0.852429514,5000.0,7,0,3,0,0,0,0,1.1717429308403318,1
0,0.05538241,72,0,0.089091313,4500.0,4,0,0,0,0,0,0,11.099849327315276,3
0,0.9999999,29,0,974.0,5400.0,2,0,0,0,0,0,0,0.0010266929910749578,0
0,0.16653274,53,0,0.543625949,7506.0,11,0,3,0,3,0,0,1.8361225752025265,2
0,0.008632035,79,0,0.365151154,4200.0,9,0,1,0,0,0,0,2.7311125175369515,3
0,0.13527952,58,0,0.342005076,9455.0,11,0,2,0,2,0,0,2.9154087503941195,2
0,0.167571389,69,0,0.330733853,5000.0,10,0,1,0,1,0,0,3.0144647311590473,3
0,0.9999999,69,0,0.005319149,2255.0,0,1,0,0,3,1,1,158.24915665068193,3
0,0.068335151,75,0,0.010927876,10065.0,9,0,0,0,0,0,0,83.83722298923966,3
0,0.0,41,0,0.907538526,2400.0,6,0,1,0,0,0,0,1.100668789911062,1
1,0.946963874,35,0,1593.0,5400.0,6,0,1,0,1,0,0,0.0006277459963929715,1
0,0.405183973,46,0,0.667835346,7700.0,22,0,2,0,1,0,0,1.4951362932305314,2
0,0.055549313,65,0,2177.0,5400.0,6,0,1,0,1,0,0,0.00045934751522851846,3
0,0.676195456,55,0,0.436665827,3970.0,10,1,1,0,0,1,1,2.284848252500189,2
0,0.184986787,55,4,3144.0,5400.0,11,0,1,0,0,4,1,0.0003180660565947657,2
1,0.085338293,51,0,0.477503628,6200.0,11,0,1,0,0,0,0,2.0898483135429853,2
1,0.0,25,0,0.152896812,2916.0,3,0,0,1,0,1,1,6.497860397524025,0
1,0.786485406,44,0,0.291709578,3883.0,7,2,0,2,1,4,1,3.4163555795909075,1
0,0.0112096,86,0,13.0,5400.0,3,0,0,0,0,0,0,0.07691716021844473,3
0,0.03833451,56,0,0.438912218,5000.0,7,0,2,0,0,0,0,2.2731807826260466,2
0,0.714980139,55,0,0.47090194,15000.0,12,0,2,0,3,0,0,2.119084316542543,2
0,0.043032042,64,0,0.332016389,6833.0,14,0,2,0,0,0,0,3.0028552138315328,3
0,1.095083357,53,5,0.536703799,3500.0,7,1,1,2,0,8,1,1.859759967959609,2
0,0.0,49,0,2932.0,5400.0,11,0,1,0,0,0,0,0.0003410640037298759,2
0,0.9999999,55,0,0.156259612,3250.0,5,0,0,0,4,0,0,6.358911784673614,2
0,0.101430135,80,1,0.016196761,5000.0,9,0,0,0,0,1,1,58.1504854315298,3
1,0.025892469,38,0,74.5,1.0,13,0,0,0,2,0,0,0.013422638622300372,1
0,0.762158561,44,4,0.224465502,21000.0,5,0,1,0,3,4,1,4.435268327657505,1
0,0.231692268,40,0,0.119660709,3300.0,7,0,0,0,0,0,0,8.28770200579544,1
0,0.114869499,35,0,103.0,5400.0,6,0,0,0,0,0,0,0.00970864360540189,1
0,0.035489848,69,0,0.308438695,3400.0,9,0,1,0,0,0,0,3.2316578894569084,3
0,0.045423864,64,0,0.181311286,5200.0,4,0,1,0,0,0,0,5.485123943451312,3
0,0.311954668,61,0,0.269281443,9866.0,12,0,2,0,2,0,0,3.699847051652747,3
0,0.078738916,46,0,0.166215372,4800.0,6,0,1,0,4,0,0,5.980311427348917,2
0,0.137609462,49,0,0.429533892,7272.0,11,0,2,0,0,0,0,2.3226975125108154,2
0,0.030173038,64,0,0.17386957,9000.0,8,0,1,0,0,0,0,5.718547829676712,3
0,0.021978375,40,0,0.443755624,10000.0,12,0,5,0,2,0,0,2.248425755713434,1
0,0.443696851,27,0,0.024340075,5833.0,4,0,0,0,0,0,0,39.46318233075474,0
0,0.007506793,60,0,1253.0,5400.0,8,0,1,0,1,0,0,0.000798083960028763,2
0,0.046640328,92,1,0.034326669,2650.0,13,0,0,0,0,1,1,28.307225909128316,3
0,0.292365949,50,0,0.420180551,8750.0,8,0,2,0,0,0,0,2.3742786736607884,2
0,0.20808276,64,0,2826.0,5400.0,14,0,2,0,0,0,0,0.0003538569165403692,3
0,0.9999999,66,1,0.358101135,1937.0,4,1,0,0,0,2,1,2.784730825203323,3
0,0.013500824,53,0,0.183464028,19000.0,8,0,1,0,2,0,0,5.42111115561241,2
0,0.9999999,62,0,0.04965839,6000.0,1,0,0,0,0,0,0,19.740066749061707,3
1,0.655316473,63,0,5223.0,5400.0,19,0,2,0,0,0,0,0.00019146080959969182,3
0,0.9999999,50,2,1208.0,5400.0,4,0,1,0,0,2,1,0.0008278138842600296,2
0,0.028113957,61,0,0.031349387,2200.0,12,0,0,0,0,0,0,30.91248684248638,3
0,0.222696207,42,0,800.0,1.0,3,0,1,0,2,0,0,0.001249998437501953,1
0,0.593985244,63,0,0.332698534,5250.0,4,0,2,0,0,0,0,2.996716791090248,3
0,0.017508178,73,1,0.135589153,4166.0,12,0,1,0,0,1,1,7.321225573453845,3
0,0.611865678,72,0,0.04578345,7600.0,3,0,1,0,0,0,0,21.375080290145338,3
0,0.333060631,52,3,0.700153374,5215.0,15,0,2,1,0,4,1,1.4262214760446978,2
0,0.009025178,45,0,0.376836435,8167.0,4,0,1,0,2,0,0,2.6466478808482297,1
0,0.260271523,44,0,0.296854804,6962.0,11,0,1,0,0,0,0,3.357340511452687,1
0,0.455950788,63,1,0.701766078,6001.0,19,0,2,0,0,1,1,1.4229485902989187,3
0,0.080288098,37,0,0.322446259,6000.0,7,0,1,0,0,0,0,3.0917037132898173,1
1,1.953488372,38,0,0.153500141,3556.0,5,0,0,0,2,0,0,6.47248600245614,1
0,0.181557324,36,0,0.56071964,2000.0,7,0,1,0,1,0,0,1.780247527040358,1
0,0.147123525,41,0,0.436025621,6400.0,5,0,1,0,2,0,0,2.288195364179804,1
0,0.025601772,63,1,0.262773723,10000.0,8,0,1,0,0,1,1,3.7911282011969023,3
0,0.0,76,0,0.002465931,7704.0,3,0,0,0,0,0,0,288.52276632166075,3
0,0.196372799,43,0,0.537485582,2600.0,10,0,1,0,0,0,0,1.8570599351720434,1
0,0.083945242,64,0,0.588073078,2900.0,6,0,1,0,0,0,0,1.697582248021187,3
0,0.034833091,67,0,0.460246187,12916.0,9,0,2,0,0,0,0,2.168039602677518,3
0,0.787522133,52,0,0.353860086,4416.0,12,0,0,0,1,0,0,2.8180120544749006,2
0,0.0,66,0,3730.0,5400.0,8,0,1,0,0,0,0,0.00026809644286958633,3
0,0.125429152,55,0,0.476704659,5000.0,3,0,2,0,0,0,0,2.0933436196610344,2
0,0.06037487,42,0,0.578676723,5833.0,17,0,2,0,2,0,0,1.7250994568570939,1
0,0.9999999,28,0,0.0,5400.0,0,0,0,0,0,0,0,1000.0,0
0,0.295928252,47,0,0.283765445,14000.0,6,0,2,0,1,0,0,3.5116620276733364,2
1,0.973339258,61,1,0.209961825,5500.0,11,0,0,1,1,2,1,4.74019410857865,3
0,0.002856735,73,0,0.000285687,10500.0,10,0,0,0,0,0,0,777.7942843009224,3
0,0.877564897,58,0,2825.0,5400.0,10,0,2,0,0,0,0,0.00035398217558153073,2
0,0.9999999,68,0,0.040493251,6000.0,0,0,0,0,0,0,0,24.10030489054714,3
0,0.053431552,41,0,0.20364404,9000.0,3,0,1,0,0,0,0,4.886533709948259,1
0,0.732660667,44,2,0.14041952,9200.0,15,0,1,0,0,2,1,7.071159624923066,1
0,0.084220458,42,0,0.458551158,6694.0,26,0,2,0,4,0,0,2.176036296703228,1
0,0.114561798,40,0,0.359964004,10000.0,20,0,2,0,2,0,0,2.7703593403180444,1
0,0.012151003,78,0,0.008886914,4500.0,12,0,0,0,0,0,0,101.14379471693594,3
0,0.081310737,81,0,0.165566887,3333.0,4,0,0,0,0,0,0,6.00359421978031,3
0,0.09811305,49,0,0.257017809,6625.0,9,0,2,0,0,0,0,3.875701463692377,2
1,1.048210842,58,7,0.151956584,3500.0,12,0,0,0,0,7,1,6.537802910138213,2
0,0.011883886,54,0,0.092913547,9750.0,8,0,1,0,2,0,0,10.648091057619196,2
0,0.75264947,33,1,0.058322869,7166.0,6,0,0,0,0,1,1,16.85690555525897,1
0,0.112321289,53,0,0.266909775,8500.0,9,0,1,0,5,0,0,3.7325999023365233,2
0,0.0,23,0,0.0,1725.0,1,0,0,0,0,0,0,1000.0,0
0,0.634327056,49,1,0.123125125,15000.0,7,0,0,0,1,1,1,8.056386650164502,2
0,0.15576324,44,0,0.278077082,4825.0,4,0,1,0,2,0,0,3.583239414836651,1
0,0.0,63,0,0.007988922,9387.0,9,0,0,0,0,0,0,111.2480450937276,3
0,0.090614887,42,0,86.0,5400.0,5,0,0,0,0,0,0,0.011627771770095696,1
0,0.034645112,65,0,0.125189985,12500.0,4,0,1,0,1,0,0,7.924559147859475,3
0,0.027446383,54,0,1612.0,5400.0,6,0,1,0,0,0,0,0.0006203470097102917,2
0,0.412398622,28,0,0.037259615,4991.0,5,0,0,0,0,0,0,26.13722066988912,0
0,0.024670782,78,0,392.0,5400.0,6,0,1,0,0,0,0,0.002551013900474744,3
0,0.046710961,66,0,1.117952819,2500.0,12,0,1,0,0,0,0,0.8936927303992073,3
0,0.976531824,32,0,0.264078812,6800.0,6,0,0,0,2,0,0,3.7724629609400844,1
0,0.007982621,43,1,0.009691169,208333.0,11,0,1,0,1,1,1,93.53514101217556,1
0,0.267541336,59,0,0.637607437,5700.0,13,0,2,0,1,0,0,1.5659072257249644,2
0,0.019779326,76,0,0.267149259,2900.0,9,0,0,0,0,0,0,3.7292663188004562,3
0,0.010402205,68,0,0.094140517,3600.0,6,0,1,0,0,0,0,10.510769034395723,3
0,0.9999999,61,0,0.529548989,1285.0,3,0,1,0,0,0,0,1.8848400821285891,3
0,0.029816467,68,0,0.175139978,4464.0,12,0,1,0,1,0,0,5.677302855119012,3
0,0.181713732,57,0,0.130453416,11666.0,17,0,1,0,1,0,0,7.607257615884246,2
0,0.051368557,68,0,0.445277361,4668.0,10,0,1,0,2,0,0,2.2407589705183364,3
0,0.29264536,57,0,0.205927884,26484.0,11,0,2,0,3,0,0,4.832601487385817,2
1,0.220823719,46,1,0.637749121,1705.0,5,0,0,0,0,1,1,1.5655598843477703,2
0,0.008099838,69,0,0.389895596,8332.0,3,0,1,0,0,0,0,2.5582278496685853,3
0,0.0,44,0,0.326383681,6666.0,4,0,2,0,1,0,0,3.054519996065412,1
0,0.006099797,28,0,0.139429485,3750.0,8,0,0,0,0,0,0,7.121011659339206,0
0,0.909538698,53,1,0.595653913,7500.0,16,0,1,0,1,1,1,1.6760134781853009,2
0,0.941072508,40,0,0.178184282,8855.0,9,0,1,0,0,0,0,5.580846650377515,1
0,0.991667222,36,1,0.554878049,5411.0,10,0,2,0,1,1,1,1.7989557274279055,1
0,0.691488418,42,0,0.272721679,16250.0,11,0,1,0,1,0,0,3.6533459960254007,1
0,0.112855258,64,0,0.307576329,2652.0,6,0,1,0,0,0,0,3.240689275294347,3
0,0.260971034,57,0,5439.0,5400.0,16,0,3,0,0,0,0,0.00018385729291095918,2
0,0.048244493,62,0,0.262879153,16615.0,11,0,1,0,1,0,0,3.789613497812008,3
0,0.9999999,47,0,0.092163472,9493.0,2,2,0,1,0,3,1,10.733820654515753,2
0,0.9999999,62,0,0.0,5480.0,3,0,0,0,0,0,0,1000.0,3
0,0.074256375,49,0,0.347930414,5000.0,11,0,2,0,3,0,0,2.865900935766522,2
0,0.144878408,66,0,0.28446242,8900.0,9,0,1,0,0,0,0,3.503088077232723,3
0,0.191001932,54,0,0.705627706,5081.0,10,0,2,0,2,0,0,1.4151723623471961,2
