recent_pay_mean,pay_status_max,consecutive_delays,pay_0,severe_delay_count,pay_status_mean,financial_strain,pay_2,edu_payment_interaction,historical_pay_mean,pay_3,pay_volatility,pay_5,pay_4,pay_trend_change,pay_6,pay_amt1,pay_ratio_min,pay_improvement,pay_amt_mean,pay_amt_max,pay_amt2,pay_amt3,limit_bal,limit_per_age,util_rate_2,bill_recent_vs_avg,util_rate_max,pay_amt5,util_rate_mean,default
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,3023,0.0324924492406247,0,3124.0,3511,3511,3302,100000,3030.3030303030305,0.8407015929840702,1.1271557598996855,0.930350696493035,3200,0.8253867461325387,0
-2.0,-2,0,-2,0,-2.0,0,-2,-2.0,-2.0,-2,0.0,-2,-2,0.0,-2,4152,0.0137318029115341,0,26417.0,71439,22827,7521,500000,9090.90909090909,0.0083039833920332,0.5214632206759444,0.1428777142445715,981,0.0419145828375009,0
-2.0,-2,0,-2,0,-2.0,1,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,5006,0.0,0,7570.833333333333,31178,31178,3180,500000,8474.57627118644,0.01001197997604,1.410294218503532,0.062259875480249,5293,0.0194392944547444,0
-1.3333333333333333,-1,0,-1,0,-1.5,2,-1,-0.0,-1.6666666666666667,-2,0.5477225575051661,-2,-2,0.3333333333333335,-1,131,-3.046153846153846,0,380.0,792,396,396,160000,5161.290322580645,-0.0008187448828444,7.172367485583379,0.1891550677808263,792,0.0263665018760299,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,8026,0.0349179428343393,0,6987.166666666667,8060,8060,6300,280000,6829.268292682927,0.6475976871511173,1.045827830909463,0.6660797640008429,6400,0.6368887968257256,0
0.0,0,0,0,0,-0.1666666666666666,0,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,1500,-1.682466294910708,1,8891.5,47671,1518,2043,60000,2608.695652173913,0.1634306094898418,2.7977079138919003,0.3109948167530541,47671,0.0896623945156469,0
-0.3333333333333333,1,1,1,0,-1.1666666666666667,0,-1,-0.0,-2.0,-1,1.1690451944500122,-2,-2,1.6666666666666667,-2,780,0.0,3,130.0,780,0,0,50000,1923.076923076923,0.0155996880062398,0.0,0.0155996880062398,0,0.0025999480010399,1
0.0,2,1,-1,1,-0.3333333333333333,3,-1,-0.0,-0.6666666666666666,2,1.2110601416389968,0,-1,0.6666666666666666,-1,9075,0.0,0,6226.166666666667,9976,0,9976,280000,8750.0,0.0324105985335766,0.057852039729714,0.0641997707151045,9525,0.0307397711674839,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,10000,0.0223183149672199,0,40640.0,188840,7000,6000,360000,10588.235294117649,0.61470940358499,0.7947917228277692,1.7463812600520554,28000,0.7642344512005984,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,3000,0.0378954389049734,0,3223.6666666666665,4500,4500,4042,70000,2692.3076923076924,0.9571148983585948,1.03121706858897,0.9645719346866474,2800,0.9353580663133384,0
0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,1500,0.0838691641039977,0,1204.5,2927,2927,1000,10000,434.7826086956522,0.3183681631836816,0.4946633285017789,0.6002399760023998,1000,0.3793120687931206,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,3000,0.0429780954973281,0,3333.3333333333335,4000,3000,3000,140000,3684.2105263157896,0.4395968600224284,0.926997974762424,0.4985821529846215,4000,0.4584895822172699,0
0.0,2,1,0,1,0.3333333333333333,5,0,0.0,0.6666666666666666,0,0.816496580927726,0,2,-0.6666666666666666,0,3000,0.0,0,2166.6666666666665,5000,5000,0,40000,1290.3225806451612,0.532361690957726,0.7715281504983321,0.7299067523311917,3000,0.6132555019457847,0
-2.0,-2,0,-2,0,-2.0,2,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,0,0.0,0,0.0,0,0,0,210000,7000.0,0.0,0.0,0.0,0,0.0,1
0.6666666666666666,2,1,0,1,0.1666666666666666,6,0,0.0,-0.3333333333333333,2,0.983192080250175,0,-1,1.0,0,3000,0.0,0,3345.8333333333335,16741,0,16741,20000,869.5652173913044,0.824158792060397,1.0609322610734364,0.8337083145842707,0,0.6610336149859174,1
-0.3333333333333333,0,0,0,0,-0.5,3,0,-1.5,-0.6666666666666666,-1,0.8366600265340756,0,0,0.3333333333333333,-2,1013,0.0,2,363.8333333333333,1170,1170,0,150000,3191.4893617021276,0.0202265318231211,2.720512039012496,0.0297531349791001,0,0.0109299271338191,1
-1.0,-1,0,-1,0,-1.0,1,-1,-1.0,-1.0,-1,0.0,-1,-1,0.0,-1,21540,0.3701239888816015,0,15555.333333333334,24677,15138,24677,380000,11515.151515151516,0.0566840613577332,1.1705698434955278,0.0842576730061236,11875,0.0503573236210781,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,1318,0.0361451968989064,0,1041.0,1318,1315,704,20000,800.0,0.9239038048097596,0.90386475098432,1.023948802559872,912,0.9650350815792544,0
1.6666666666666667,2,5,1,4,1.5,5,2,3.0,1.3333333333333333,2,0.8366600265340756,2,2,0.3333333333333335,0,0,0.0,1,1350.0,3100,3100,2000,70000,1627.906976744186,0.5167211896972901,0.9704564706704276,0.5631776688904444,1500,0.5452588772541346,1
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,2000,0.0300670495204305,0,1601.0,2000,1606,1500,100000,2272.7272727272725,0.5116248837511624,1.3927848230143558,0.6155838441615584,1500,0.441970580294197,0
-2.0,-2,0,-2,0,-2.0,1,-2,-2.0,-2.0,-2,0.0,-2,-2,0.0,-2,7875,0.0,0,5111.333333333333,11185,7600,11185,310000,6200.0,0.0253773374924597,1.830685912397181,0.0434353437569556,464,0.0237230417536287,0
1.0,2,2,1,1,0.5,5,2,0.0,0.0,0,0.8366600265340756,0,0,1.0,0,1300,0.0313986909161171,1,1707.6666666666667,2010,2010,1762,180000,6923.076923076923,0.231898711673824,0.9585386464575528,0.251770823495425,1790,0.2399532965557599,0
0.6666666666666666,2,1,2,1,0.3333333333333333,6,0,0.0,0.0,0,0.816496580927726,0,0,0.6666666666666666,0,1600,0.0333704469540321,2,2144.5,5000,1718,1049,150000,5000.0,0.2332851114325904,1.5690694003632104,0.3081579456136959,2000,0.1963886907420617,0
-2.0,-2,0,-2,0,-2.0,0,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,3640,0.0,0,1080.5,3640,162,0,500000,10869.565217391304,0.0072799854400291,1.36168691922802,0.0072799854400291,2530,0.0027959944080111,0
0.0,0,0,0,0,-0.5,1,0,-1.0,-1.0,0,0.5477225575051661,-1,-1,1.0,-1,8500,-13.27433628318584,1,4863.166666666667,9000,1500,7500,180000,5142.857142857143,0.0877384014533252,1.7743367623172712,0.0910328275954022,9000,0.0512997150015833,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,8083,0.028551263574305,0,5677.0,8083,7296,5253,180000,5142.857142857143,0.963550202498875,1.1080968701174336,0.977139015894356,4816,0.8818117677124016,0
1.3333333333333333,3,5,-1,5,1.6666666666666667,5,3,0.0,2.0,2,1.3662601021279464,2,2,-0.6666666666666667,2,0,0.0,-3,316.6666666666667,1200,0,700,200000,5714.285714285715,0.0054899725501372,1.41003998223012,0.0079349603251983,1200,0.0056224718876405,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,17000,0.0333148250971682,0,18171.5,30000,15029,30000,400000,13333.333333333334,0.997140007149982,1.0510729174054547,1.0105099737250658,12000,0.9517226206934484,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1516,0.0529689072514434,0,1469.3333333333333,2000,1300,1000,500000,17241.379310344826,0.0472759054481891,1.249605760904243,0.0472759054481891,2000,0.0365662602008129,1
0.0,0,0,0,0,-0.1666666666666666,3,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,4025,0.0,1,2020.0,4025,2095,1000,70000,1750.0,1.0294138655162068,1.739215878942714,1.0294138655162068,3000,0.5815202639962286,0
2.0,2,6,2,6,2.0,5,2,0.0,2.0,2,0.0,2,2,0.0,2,0,0.0,0,1020.8333333333334,2700,2700,0,50000,1666.6666666666667,0.4859902801943961,0.9507990867579909,0.5652686946261075,1200,0.5255694886102278,1
0.0,0,0,0,0,-1.0,3,0,-1.0,-2.0,0,1.095445115010332,-2,-2,2.0,-2,1000,0.0,2,166.66666666666666,1000,0,0,50000,1063.8297872340424,0.5833083338333234,2.976472620487131,0.5833083338333234,0,0.1929428078105104,1
-1.3333333333333333,-1,0,-1,0,-1.3333333333333333,1,-1,-1.3333333333333333,-1.3333333333333333,-2,0.5163977794943223,-1,-2,0.0,-1,0,0.0,0,392.1666666666667,2353,0,0,130000,2500.0,0.0,0.2416598860862489,0.0180998607703017,0,0.0031435655623161,0
-2.0,2,2,-2,2,-0.5,6,-2,-0.0,1.0,-2,1.97484176581315,2,-1,-3.0,2,0,0.0,-4,1587.0,8222,0,8222,200000,3448.2758620689656,0.7437512812435938,1.9485352672887009,0.7625911870440648,0,0.3913613765264507,1
2.0,2,3,2,3,1.0,5,2,1.0,0.0,2,1.095445115010332,0,0,2.0,0,2300,0.0,2,501.6666666666667,2300,0,150,10000,175.43859649122808,0.4192580741925807,0.5504418584303089,0.4325567443255674,200,0.3808285838082858,1
0.0,2,1,2,1,-0.5,3,-1,-0.0,-1.0,-1,1.224744871391589,-1,-1,1.0,-1,300,0.131521262604121,3,1533.0,4250,1159,2280,210000,6774.193548387097,0.0014285646258827,0.2094240837696335,0.020237998866672,4250,0.0068166342065037,0
-1.0,2,1,1,1,-0.5,3,-2,-1.0,0.0,-2,1.6431676725154984,2,-1,-1.0,-1,0,-2.0470098487156054,2,6896.5,20161,0,20161,130000,4333.333333333333,-0.0757686479334774,-0.1441760465410396,0.0793147745017346,7319,0.0101294092609544,0
0.6666666666666666,2,1,2,1,0.3333333333333333,6,0,1.0,0.0,0,0.816496580927726,0,0,0.6666666666666666,0,0,0.0,2,616.6666666666666,1200,1200,1000,20000,869.5652173913044,0.8601569921503924,1.2610379024589051,0.928203589820509,1000,0.7360131993400331,0
-1.0,-1,0,-1,0,-1.0,1,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,0,0.0,0,325.0,390,390,390,80000,2500.0,0.0,1.9948849104859336,0.0097498781265234,390,0.0048749390632617,0
2.0,2,6,2,6,2.0,5,2,2.0,2.0,2,0.0,2,2,0.0,2,2500,0.0,0,2300.0,4800,2500,0,320000,10666.666666666666,0.1851431714275893,0.9653300493154922,0.1985181296308449,2400,0.1886202438950711,1
-1.0,2,1,-1,1,-0.5,4,-1,-0.5,0.0,-1,1.224744871391589,2,-1,-1.0,-1,5818,-13.32650073206442,0,3252.0,9102,15,9102,200000,6060.606060606061,0.0289348553257233,2.0603079716998978,0.0453797731011344,3165,0.0220207232297171,0
-0.6666666666666666,1,1,1,0,-0.8333333333333334,0,-2,-0.0,-1.0,-1,0.983192080250175,-1,-1,0.3333333333333333,-1,0,0.0,2,919.0,3155,3155,0,290000,7631.578947368421,0.0,0.0,0.0108792728300936,0,0.0031689545898117,0
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,5713,0.0780759846636458,0,23666.166666666668,80552,23453,4314,340000,10303.030303030304,0.0163234814015252,0.1286030730283745,0.2357434242840462,25949,0.0697051871416064,0
0.6666666666666666,2,1,0,1,0.3333333333333333,7,0,0.3333333333333333,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,2850,0.0,0,931.6666666666666,2850,0,610,20000,800.0,0.8607569621518925,0.8655929895198058,0.9271036448177592,1500,0.8443577821108944,0
-0.3333333333333333,0,0,-1,0,-0.1666666666666666,3,0,-0.3333333333333333,0.0,0,0.408248290463863,0,0,-0.3333333333333333,0,1759,0.0088672134781644,-1,1059.6666666666667,1779,1779,320,50000,1923.076923076923,0.7444851102977941,1.767584518471653,0.8567428651426972,1000,0.4846769731272041,0
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,291,0.9965753424657534,0,291.0,291,291,291,300000,6521.739130434783,0.0009699967666774,0.9965753424657534,0.0009699967666774,291,0.0009699967666774,0
0.0,0,0,0,0,0.0,5,0,0.0,0.0,0,0.0,0,0,0.0,0,1686,0.0,0,1401.8333333333333,3000,1400,560,30000,1304.3478260869565,0.9870337655411486,1.1416295779934582,1.0108329722342588,1765,0.8287834849949446,1
-1.0,1,1,1,0,-1.5,2,-2,-1.5,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,0,0,0,240000,5333.333333333333,0.0,0.0,0.0,0,0.0,1
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,6400,0.013729191693839,0,3654.3333333333335,7566,7566,3000,470000,13823.529411764706,0.3357099240214382,1.6126825507580156,0.3516035072265803,1000,0.2180218765491988,0
0.0,0,0,0,0,-0.1666666666666666,1,0,-0.0,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,4796,0.0010888828395397,1,26892.5,146900,3400,3100,360000,13333.333333333334,0.0772108966363982,0.4763028595261589,0.4999986111149691,196,0.1365287874200349,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1576,0.0,0,890.8333333333334,1576,1213,648,60000,1935.483870967742,0.4578423692938451,1.1001030841668291,0.4684588590190163,1140,0.3987877979811447,1
0.6666666666666666,2,1,0,1,0.3333333333333333,5,0,0.3333333333333333,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,10700,2.1573266408266875e-05,0,3792.1666666666665,10700,3,3050,400000,8888.888888888889,0.3476491308771728,1.1264155627013317,0.3476491308771728,3200,0.2920626031768254,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1676,0.0272020725388601,0,1008.6666666666666,1676,1302,700,50000,1000.0,0.9572408551828964,1.6532154023830314,0.9781604367912642,849,0.5916515003033272,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,4400,0.0329007782281627,0,16957.833333333332,80000,3547,80000,160000,4705.882352941177,0.6737957887763202,1.169633848511062,0.8126699208129949,4800,0.694800865827922,0
0.0,2,1,-1,1,-0.3333333333333333,3,-1,-0.0,-0.6666666666666666,2,1.2110601416389968,-1,0,0.6666666666666666,-1,1170,0.0,0,390.0,1170,0,0,360000,7826.086956521739,0.0032499909722472,0.6655290102389079,0.0032499909722472,390,0.0016249954861236,1
0.0,0,0,0,0,-0.1666666666666666,3,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,1147,0.0,1,1369.3333333333333,2303,2000,2000,160000,4848.484848484848,0.0296935644152224,0.7257896234468367,0.0537746639083505,766,0.0329404191223804,0
0.0,0,0,0,0,-0.5,3,0,-0.0,-1.0,0,0.5477225575051661,-1,-1,1.0,-1,40000,0.0424206945116105,1,9450.833333333334,40000,5000,1330,130000,3611.1111111111113,0.90665456419566,2.1536064271210384,0.90665456419566,1190,0.2904259710822737,0
1.3333333333333333,2,2,2,3,1.0,5,2,2.0,0.6666666666666666,0,1.095445115010332,0,0,0.6666666666666666,2,0,0.0,0,1025.1666666666667,2000,1651,1000,20000,444.44444444444446,0.4151292435378231,0.8398923591290876,0.6156692165391731,0,0.5108827891938738,0
2.0,2,6,2,6,2.0,5,2,0.0,2.0,2,0.0,2,2,0.0,2,6300,0.0334376588288794,0,5466.666666666667,6300,5500,5500,200000,3703.703703703704,0.7038664806675967,0.9616167520903576,0.7476512617436912,5000,0.7184689076554617,1
-1.0,0,0,-1,0,-0.8333333333333334,3,-1,-0.0,-0.6666666666666666,-1,0.752772652709081,0,0,-0.3333333333333333,-2,0,0.0,1,661.3333333333334,3968,3968,0,280000,7000.0,0.0,2.9379148770011714,0.0268713326023835,0,0.0091428244899125,0
-2.0,-2,0,-2,0,-2.0,0,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,7555,-3.779389694847424,0,1259.1666666666667,7555,0,0,100000,3571.4285714285716,0.0555494445055549,-3.369839932603201,0.0555494445055549,0,0.0059249407505924,0
-1.0,-1,0,-1,0,-1.1666666666666667,1,-1,-1.1666666666666667,-1.3333333333333333,-1,0.408248290463863,-1,-1,0.3333333333333332,-2,1602,0.0,1,1836.3333333333333,7736,840,840,160000,4210.526315789473,0.0100124374222661,1.2667946257197698,0.0100124374222661,0,0.0043353895704818,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1937,0.0144445621094991,0,1043.5,1937,1301,682,60000,2500.0,0.780820319661339,1.384356440647982,0.7868868852185797,816,0.5495436187174659,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,3621,0.0134506126360462,0,1959.3333333333333,3621,3597,1179,90000,2500.0,0.9555004944389508,1.4161794306527364,0.9739114009844336,1104,0.6568741828794494,0
-1.0,0,0,-1,0,-0.8333333333333334,0,-1,-0.0,-0.6666666666666666,-1,0.408248290463863,-1,-1,-0.3333333333333333,0,8339,0.0,-1,20102.166666666668,68978,3394,12902,360000,8181.818181818182,0.023116602453882,0.4071084048848903,0.0732497965283429,0,0.0270647396349824,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,4031,0.0193557212228985,0,3973.5,10006,10006,3266,150000,5357.142857142857,0.5740495063366244,1.0764199016722396,0.5984960100265998,1698,0.5326753377199708,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1411,0.0213671964109193,0,630.5,1411,1194,379,50000,2173.913043478261,0.3631927361452771,1.3404773269689738,0.374432511349773,321,0.2793077471783897,0
0.0,0,0,0,0,-0.1666666666666666,3,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,1699,0.0,1,947.5,1750,1460,626,20000,512.8205128205128,0.968301584920754,1.1567746157064245,0.9779011049447528,150,0.7767694948585904,1
-2.0,-2,0,-2,0,-2.0,0,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,10212,0.0,0,2167.8333333333335,10212,850,415,140000,4242.424242424242,0.0729423361261705,0.2946291560102301,0.0729423361261705,1430,0.0162844074923274,0
