limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default,util_rate_1,util_rate_2,util_rate_3,util_rate_4,util_rate_5,util_rate_6,util_rate_mean,util_rate_max,util_rate_min,util_rate_std,pay_ratio_1,pay_ratio_2,pay_ratio_3,pay_ratio_4,pay_ratio_5,pay_ratio_6,pay_ratio_mean,pay_ratio_max,pay_ratio_min,full_payment_count,minimal_payment_count,bill_amt_mean,bill_amt_max,bill_amt_std,bill_trend,bill_growth_rate,bill_recent_vs_avg,pay_amt_mean,pay_amt_max,pay_amt_std,pay_trend,pay_consistency,debt_to_limit,debt_to_limit_max,pay_status_mean,pay_status_max,severe_delay_count,age_utilization,age_limit,behavior_stability,crisis_indicator
200000,2,3,2,34,0,0,2,0,0,-1,11073,9787,5535,2513,1828,3731,2306,12,50,300,3738,66,0,0.05536472317638412,0.04893475532622337,0.027674861625691872,0.012564937175314123,0.009139954300228499,0.018654906725466373,0.02872235638821806,0.05536472317638412,0.009139954300228499,0.019314969500628398,0.20823550659201734,0.0012259910093992644,0.009031791907514452,0.11933174224343675,2.043739748496446,0.017684887459807074,0.3998749446181035,2.043739748496446,0.0012259910093992644,1,3,5744.5,11073,3863.01321509518,7342,1.967309753483387,1.927247411017318,1078.6666666666667,3738,1575.1920094600107,2240,1.4589614166039,0.05536472317638412,0.05536472317638412,0.16666666666666666,2,1,0.976560117199414,68.0,2.131315992375405,0
260000,2,1,2,51,-1,-1,-1,-1,-1,2,12261,21670,9966,8517,22287,13668,21818,9966,8583,22301,0,3640,0,0.04715751093265026,0.08334583328525659,0.03833062180530075,0.03275756631705263,0.08571890108114968,0.0525690285806593,0.056646577000344873,0.08571890108114968,0.03275756631705263,0.022675441057284907,1.7793182188876202,0.45987725531816714,0.8611417678338517,2.6181028410424982,0.0,0.2662959982442022,0.9974560135543898,2.6181028410424982,0.0,2,1,14728.166666666666,22287,5895.637350335132,-1407,-0.10293364547516277,0.8324299858557285,11051.333333333334,22301,9239.118565462111,18178,0.8359428083477496,0.04715751093265026,0.08571890108114968,-0.5,2,1,2.8889754270175887,132.6,1.2362123880027516,0
630000,2,2,2,41,-1,0,-1,-1,-1,-1,12137,6500,6500,6500,6500,2870,1000,6500,6500,6500,2870,0,0,0.019265048785636847,0.010317443940565173,0.010317443940565173,0.010317443940565173,0.010317443940565173,0.004555548324526469,0.010848395478737336,0.019265048785636847,0.004555548324526469,0.004723719219817194,0.08238589553468446,0.9998461775111521,0.9998461775111521,0.9998461775111521,0.4414705429933856,0.0,0.5872324951769211,0.9998461775111521,0.0,0,2,6834.5,12137,2975.9478322040527,9267,3.2277951933124345,1.775583351620218,3895.0,6500,2998.691381252829,1000,0.7696846461121225,0.019265048785636847,0.019265048785636847,-0.8333333333333334,0,0,0.4447842146282308,258.3,1.2050511638802526,0
70000,1,2,2,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1,0.9400151426408194,0.9624005371351838,0.9385723061099127,0.9540149426436765,0.5162354823502522,0.5270496135769489,0.8063813374094657,0.9624005371351838,0.5162354823502522,0.2207627447425701,0.048630001671656306,0.0,0.04566071048065508,0.04492161178743093,0.041507554374896234,0.0,0.030119979719106422,0.048630001671656306,0.0,0,6,56447.5,67369,15453.61289472465,28908,0.7835208022767313,1.1656997085839305,1783.3333333333333,3200,1510.5186747162932,3200,0.846545119400127,0.9400151426408194,0.9624005371351838,1.1666666666666667,2,3,24.19144012228397,21.0,1.120309929709075,0
250000,1,1,2,29,0,0,0,0,0,0,70887,67060,63561,59696,56875,55512,3000,3000,3000,3000,3000,3000,0,0.28354686581253674,0.2682389270442918,0.2542429830280679,0.23878304486782054,0.22749909000364,0.22204711181155276,0.24905967042798496,0.28354686581253674,0.22204711181155276,0.024017590401625374,0.042320279878117595,0.04473539016716124,0.04719801139045342,0.05025378159706518,0.052746325339334696,0.054041395709113184,0.04854919734687422,0.054041395709113184,0.042320279878117595,0,6,62265.166666666664,70887,6004.421617996746,15375,0.27696215300920507,1.1384513258939446,3000.0,3000,0.0,0,0.0,0.28354686581253674,0.28354686581253674,0.0,0,0,7.222730442411564,72.5,0.09643152837945829,0
50000,2,3,3,23,1,2,0,0,0,0,50614,29173,28116,28771,29531,30211,0,1500,1100,1200,1300,1100,0,1.012259754804904,0.5834483310333793,0.5623087538249235,0.5754084918301634,0.5906081878362432,0.6042079158416832,0.6547069058618827,1.012259754804904,0.5623087538249235,0.1757306318700539,0.0,0.05141564406663467,0.03912223921470996,0.04170721534825525,0.04402004605174049,0.036409373758771346,0.03544575307335195,0.05141564406663467,0.0,0,6,32736.0,50614,8786.707324134564,20403,0.675327684363829,1.5460793597458533,1033.3333333333333,1500,527.888877195444,-1100,0.510366300865721,1.012259754804904,1.012259754804904,0.5,2,1,15.058258834823302,11.5,0.7787692493379257,0
20000,1,1,2,24,0,0,2,2,2,2,15376,18010,17428,18338,17905,19104,3200,0,1500,0,1650,0,1,0.7687615619219039,0.9004549772511374,0.8713564321783911,0.9168541572921354,0.8952052397380131,0.9551522423878807,0.884630768461577,0.9551522423878807,0.7687615619219039,0.06320716909805087,0.20810301099044026,0.0,0.08606345745596419,0.0,0.09214788339104212,0.0,0.0643857253062411,0.20810301099044026,0.0,0,5,17693.5,19104,1264.2065891301152,-3728,-0.19513216435488093,0.8689705840797988,1058.3333333333333,3200,1303.2331589806436,3200,1.2302389795286126,0.7687615619219039,0.9551522423878807,1.3333333333333333,2,4,21.231138443077846,4.8,1.301685281437687,0
320000,1,1,1,49,0,0,0,-1,-1,-1,253286,246536,194663,70074,5856,195599,10358,10000,75940,20000,195599,50000,0,0.7915162765116359,0.7704225924293987,0.6083199740000812,0.21898056568573224,0.01829994281267871,0.6112449648594848,0.5031307193831687,0.7915162765116359,0.01829994281267871,0.31405949629802765,0.04089432146142518,0.04056186292524043,0.3901080836723791,0.28540849090260434,33.39576575038416,0.2556237218813906,5.734727038537867,33.39576575038416,0.04056186292524043,1,2,161002.33333333334,253286,100499.35287486516,57687,0.2949233128834356,1.573172398086996,60316.166666666664,195599,71140.56620077371,-39642,1.1794414448198614,0.7915162765116359,0.7915162765116359,-0.5,0,0,24.653405249775265,156.8,1.8036481043602342,0
360000,2,1,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.5,1,0,0.0,176.4,0.0,0
180000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.5,1,0,0.0,52.2,0.0,0
130000,2,3,2,39,0,0,0,0,0,-1,38358,27688,24489,20616,11802,930,3000,1537,1000,2000,930,33764,0,0.29505926877485555,0.21298297705402267,0.1883754740348151,0.1585833955123422,0.09078391704679195,0.007153791124683656,0.15882313725791855,0.29505926877485555,0.007153791124683656,0.09999989590588652,0.07820850387132094,0.055509408068185925,0.04083299305839118,0.097007324052966,0.07879352706938914,36.26638023630505,6.1027886654042165,36.26638023630505,0.04083299305839118,1,5,20647.166666666668,38358,13000.086467661155,37428,40.201933404940924,1.8576951948922018,7038.5,33764,13114.816594218923,-30764,1.8630324020482878,0.29505926877485555,0.29505926877485555,-0.16666666666666666,0,0,6.194102353058823,50.7,2.4926324376121145,0
120000,2,2,1,39,-1,-1,-1,-1,-1,-1,316,316,316,0,632,316,316,316,0,632,316,0,1,0.0026333113890717576,0.0026333113890717576,0.0026333113890717576,0.0,0.005266622778143515,0.0026333113890717576,0.002633311389071758,0.005266622778143515,0.0,0.0016654523555857165,0.9968454258675079,0.9968454258675079,0.0,632.0,0.49921011058451814,0.0,105.74881682705325,632.0,0.0,1,2,316.0,632,199.85594812264156,0,0.0,0.9968454258675079,263.3333333333333,632,237.8761582560696,316,0.8999098042474261,0.0026333113890717576,0.005266622778143515,-1.0,-1,0,0.10269914417379856,46.8,1.530370208419797,0
70000,2,2,2,26,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,1,0.5869487578748875,0.6063484807359895,0.6431336695190069,0.6286481621691119,0.6700618562591963,0.6573048956443479,0.6320743037004234,0.6700618562591963,0.5869487578748875,0.03134267949808417,0.0488463785046729,0.0843895773453329,0.0,0.08182789101733814,0.0,0.03955403907591333,0.04243631432387621,0.0843895773453329,0.0,0,6,44245.833333333336,46905,2194.01890754539,-4925,-0.10703496837850172,0.9285862265096183,1835.0,3601,1608.4168613888626,187,0.8760440421507966,0.5869487578748875,0.6700618562591963,1.3333333333333333,2,4,16.433931896211007,18.2,0.9256299388638282,0
450000,2,1,1,40,-2,-2,-2,-2,-2,-2,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,1,0.01224886166919629,0.0431554596545341,0.003273326059275424,0.0012444416790184912,0.0,0.0,0.009987014843670717,0.0431554596545341,0.0,0.01688933874277996,3.5240341012153094,0.07584573399927913,0.37991858887381275,0.0,0.0,1128.0,188.66329973734807,1128.0,0.0,2,3,4494.166666666667,19420,7600.219323589726,5512,5512.0,1.226205924882281,3764.8333333333335,19428,7696.220849655152,18300,2.043696618629383,0.01224886166919629,0.0431554596545341,-2.0,-2,0,0.3994805937468287,180.0,3.734450240724906,0
90000,1,1,2,23,0,0,0,-1,0,0,4744,7070,0,5398,6360,8292,5757,0,5398,1200,2045,2000,0,0.052710525438606236,0.07855468272574749,0.0,0.05997711136542927,0.07066588149020567,0.092132309641004,0.059006751776832116,0.092132309641004,0.0,0.03205539053873924,1.213277133825079,0.0,5398.0,0.22226338210779775,0.32149033170885083,0.2411672494875196,899.9996996828546,5398.0,0.0,2,1,5310.666666666667,8292,2885.01720387707,-3548,-0.42783070059085976,0.8931283338562911,2733.3333333333335,5757,2327.093093682903,3757,0.8510641571435705,0.052710525438606236,0.092132309641004,-0.16666666666666666,0,0,1.3571552908671387,20.7,1.3942114186202703,0
50000,1,3,2,23,0,0,0,0,0,0,47620,41810,36023,28967,29829,30046,1973,1426,1001,1432,1062,997,0,0.9523809523809523,0.8361832763344733,0.7204455910881782,0.5793284134317314,0.5965680686386272,0.6009079818403632,0.7143023806190544,0.9523809523809523,0.5793284134317314,0.15265105818016192,0.04143130131664602,0.0341058573102772,0.027787030868310015,0.04943385805026236,0.03560174321153201,0.03318134921955603,0.03692352332943061,0.04943385805026236,0.027787030868310015,0,6,35715.833333333336,47620,7632.705560066277,17574,0.5848836822311712,1.3332648937709108,1315.1666666666667,1973,380.18491115070134,976,0.2888577265929097,0.9523809523809523,0.9523809523809523,0.0,0,0,16.42895475423825,11.5,0.50255823830493,0
60000,1,1,2,27,1,-2,-1,-1,-1,-1,-109,-425,259,-57,127,-189,0,1000,0,500,0,1000,1,-0.00181663638939351,-0.0070832152797453375,0.004316594723421276,-0.0009499841669305512,0.002116631389476842,-0.0031499475008749853,-0.0010944262040077108,0.004316594723421276,-0.0070832152797453375,0.0040055774064483764,-0.0,-2.358490566037736,0.0,-8.928571428571429,0.0,-5.319148936170213,-2.7677018217965625,0.0,-8.928571428571429,0,6,-65.66666666666667,259,240.33864996430904,80,-0.425531914893617,1.6855670103092781,416.6666666666667,1000,491.59604012508754,-1000,1.1770056826618216,-0.00181663638939351,0.004316594723421276,-0.8333333333333334,1,0,-0.029549507508208193,16.2,-2.5395713786419263,0
50000,2,3,2,30,0,0,0,0,0,0,22541,16138,17163,17878,18931,19617,1300,1300,1000,1500,1000,1012,0,0.4508109837803244,0.3227535449291014,0.34325313493730125,0.35755284894302114,0.378612427751445,0.3923321533569329,0.37421918228302103,0.4508109837803244,0.3227535449291014,0.04494231628862722,0.05767012687427912,0.08055021996406221,0.05826147751106968,0.08389730969293585,0.05282062117050496,0.051585278825568355,0.06413083900640336,0.08389730969293585,0.051585278825568355,0,6,18711.333333333332,22541,2247.160756747649,2924,0.14904679376083188,1.2046065874556888,1185.3333333333333,1500,211.6853010170207,288,0.17843661226497953,0.4508109837803244,0.4508109837803244,0.0,0,0,11.226575468490632,15.0,0.29852643306486104,0
50000,2,3,1,47,-1,-1,-1,-1,-1,-1,650,3415,3416,2040,30430,257,3415,3421,2044,30430,257,0,0,0.012999740005199895,0.06829863402731945,0.06831863362732746,0.04079918401631968,0.6085878282434352,0.005139897202055959,0.13402398618694294,0.6085878282434352,0.005139897202055959,0.23400713482968183,5.245775729646698,1.001463700234192,0.5981855428738659,14.909358157765801,0.008445335348821924,0.0,3.627204744311563,14.909358157765801,0.0,3,2,6701.333333333333,30430,11700.590748618919,393,1.5232558139534884,0.09698115084299001,6594.5,30430,11770.04477051808,3415,1.78455686005884,0.012999740005199895,0.6085878282434352,-1.0,-1,0,6.299127350786319,23.5,3.5303057159725393,0
50000,1,1,2,26,0,0,0,0,0,0,15329,16575,17496,17907,18375,11400,1500,1500,1000,1000,1600,0,0,0.3065738685226295,0.33149337013259733,0.3499130017399652,0.35813283734325313,0.36749265014699706,0.22799544009119818,0.3236001946627734,0.36749265014699706,0.22799544009119818,0.051582714106050816,0.09784735812133072,0.09049227799227799,0.057152654740812714,0.05584096493187402,0.087070091423596,0.0,0.06473389120164857,0.09784735812133072,0.0,0,6,16180.333333333334,18375,2579.187288016647,3929,0.3446188930795544,0.9473261371127224,1100.0,1600,600.0,1500,0.5449591280653951,0.3065738685226295,0.36749265014699706,0.0,0,0,8.413605061232108,13.0,0.7043518823511965,0
230000,2,1,2,27,-1,-1,-1,-1,-1,-1,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,0,0.07237359837565924,0.07506489102221295,0.05767801009560828,0.06669101438689397,0.06220407737357664,0.16053408463441463,0.08242427931472762,0.16053408463441463,0.05767801009560828,0.03879455761457738,1.037424160509401,0.7691995829954824,1.1561769804778774,0.9326597131681877,2.606374056471904,0.0,1.0836390822704753,2.606374056471904,0.0,3,1,18957.666666666668,36923,8922.787045910412,-20277,-0.5491550211244719,0.8780153315985653,16248.166666666666,37292,12010.734988611925,17270,0.7391600587893897,0.07237359837565924,0.16053408463441463,-1.0,-1,0,2.225455541497646,62.1,1.2098042872465815,0
50000,1,2,2,33,2,0,0,0,0,0,30518,29618,22102,22734,23217,23680,1718,1500,1000,1000,1000,716,1,0.6103477930441391,0.5923481530369392,0.4420311593768125,0.4546709065818684,0.4643307133857323,0.4735905281894362,0.5062198756024879,0.6103477930441391,0.4420311593768125,0.07464257107867268,0.056292801205806216,0.050643168236604884,0.04524272723159752,0.043985045084671215,0.04307003187182359,0.03023520966175415,0.04491149721537627,0.056292801205806216,0.03023520966175415,0,6,25311.5,30518,3732.203196504713,6838,0.2887546978590431,1.2056493827160495,1155.6666666666667,1718,374.376103225976,1002,0.3236681007717372,0.6103477930441391,0.6103477930441391,0.3333333333333333,2,1,16.7052558948821,16.5,0.4711131653250098,0
100000,1,1,2,32,0,0,0,0,0,0,93036,84071,82880,80958,78703,75589,3023,3511,3302,3204,3200,2504,0,0.930350696493035,0.8407015929840702,0.8287917120828792,0.8095719042809572,0.7870221297787022,0.7558824411755882,0.8253867461325387,0.930350696493035,0.7558824411755882,0.05969316647792433,0.0324924492406247,0.04176182319916262,0.039840252892701586,0.039575587643128005,0.04065867046147591,0.033126074877629315,0.03790914305245369,0.04176182319916262,0.0324924492406247,0,6,82539.5,93036,5969.376340958911,17447,0.23081095382987168,1.1271557598996855,3124.0,3511,342.9956267942785,519,0.10975860057416913,0.930350696493035,0.930350696493035,0.0,0,0,26.41237587624124,32.0,0.18207917460702466,0
500000,2,2,1,54,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,0,0.021857956284087432,0.008303983392033216,0.045443909112181775,0.015041969916060167,0.14287771424457152,0.017961964076071847,0.04191458283750099,0.14287771424457152,0.008303983392033216,0.051056470661449506,0.379871912168344,5.496508548037563,0.33098622541037714,9.49734113267748,0.013731802911534155,5.742818971275885,3.5768764320801973,9.49734113267748,0.013731802911534155,3,1,20957.333333333332,71439,25528.286387195418,1948,0.2168782008461367,0.5214632206759444,26417.0,71439,28889.184640622865,-47430,1.0935417003793952,0.021857956284087432,0.14287771424457152,-2.0,-2,0,2.2633874732250536,270.0,2.3115911502654587,0
500000,1,1,1,58,-2,-2,-2,-2,-2,-2,13709,5006,31130,3180,0,5293,5006,31178,3180,0,5293,768,0,0.027417945164109673,0.010011979976040048,0.06225987548024904,0.00635998728002544,0.0,0.010585978828042344,0.019439294454744422,0.06225987548024904,0.0,0.022862506106895497,0.3651349380014588,6.226882364689435,0.10214898332851499,0.0,5293.0,0.14506989044200982,883.3065393627435,5293.0,0.0,2,1,9719.666666666666,31130,11431.275915953856,8416,1.589724216093691,1.410294218503532,7570.833333333333,31178,11763.848765037177,4238,1.5536328187850381,0.027417945164109673,0.06225987548024904,-2.0,-2,0,1.1274790783751765,290.0,2.7296093549575082,0
160000,1,1,2,30,-1,-1,-2,-2,-2,-1,30265,-131,-527,-923,-1488,-1884,131,396,396,565,792,0,0,0.18915506778082636,-0.0008187448828444822,-0.0032937294141911614,-0.005768713945537841,-0.00929994187536328,-0.011774926406709959,0.02636650187602994,0.18915506778082636,-0.011774926406709959,0.07984788038274777,0.004328289169364964,-3.046153846153846,-0.752851711026616,-0.6127982646420824,-0.5326160053799597,-0.0,-0.8233485896721898,0.004328289169364964,-3.046153846153846,0,6,4218.666666666667,30265,12775.740709120028,32149,-17.07328730748805,7.172367485583379,380.0,792,286.6642635558189,131,0.7523996418787897,0.18915506778082636,0.18915506778082636,-1.5,-1,0,0.7909950562808982,48.0,3.7800655023227487,0
280000,1,2,1,40,0,0,0,0,0,0,186503,181328,180422,170410,173901,177413,8026,8060,6300,6400,6400,6737,0,0.6660797640008429,0.6475976871511173,0.6443619844214842,0.6086049692679669,0.6210727818829218,0.6336155942300206,0.6368887968257256,0.6660797640008429,0.6086049692679669,0.020413115953631364,0.04303392956719427,0.044449591626270483,0.0349179428343393,0.037556261039486886,0.03680233694839622,0.03797332792226093,0.03912223165632468,0.044449591626270483,0.0349179428343393,0,6,178329.5,186503,5715.692880132731,9090,0.05123609185295411,1.045827830909463,6987.166666666667,8060,831.1987528062507,1289,0.1189437505506333,0.6660797640008429,0.6660797640008429,0.0,0,0,25.475551873029026,112.0,0.15099487405520898,0
60000,2,2,2,22,0,0,0,0,0,-1,15054,9806,11068,6026,-28335,18660,1500,1518,2043,0,47671,617,0,0.2508958184030266,0.16343060948984184,0.1844635922734621,0.10043165947234213,-0.47224212929784504,0.3109948167530541,0.08966239451564695,0.3109948167530541,-0.47224212929784504,0.284698417873544,0.09963467286615742,0.15478739675741818,0.18456951847502032,0.0,-1.682466294910708,0.03306360859546648,-0.2017351830361076,0.18456951847502032,-1.682466294910708,0,4,5379.833333333333,18660,17082.189770830515,-3606,-0.19323723273136487,2.7977079138919003,8891.5,47671,19011.998682411064,883,2.1379812968693916,0.2508958184030266,0.3109948167530541,-0.16666666666666666,0,0,1.9725726793442329,13.2,5.312617772786477,0
50000,1,1,2,25,1,-1,-1,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1,0.0,0.015599688006239875,0.0,0.0,0.0,0.0,0.0025999480010399792,0.015599688006239875,0.0,0.0063685459603170565,780.0,0.0,0.0,0.0,0.0,0.0,130.0,780.0,0.0,1,5,130.0,780,318.43366656181314,0,0.0,0.0,130.0,780,318.43366656181314,780,2.4307913478001004,0.0,0.015599688006239875,-1.1666666666666667,1,0,0.06499870002599949,12.5,4.861582695600201,0
