limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,pay_status_max,severe_delay_count,pay_status_mean,pay_ratio_min,pay_amt_max,pay_amt_mean,util_rate_2,bill_recent_vs_avg,age_limit,util_rate_mean,default
200000,2,3,2,34,0,0,2,0,0,-1,11073,9787,5535,2513,1828,3731,2306,12,50,300,3738,66,2,1,0.1666666666666666,0.0012259910093992,3738,1078.6666666666667,0.0489347553262233,1.927247411017318,68.0,0.028722356388218,0
260000,2,1,2,51,-1,-1,-1,-1,-1,2,12261,21670,9966,8517,22287,13668,21818,9966,8583,22301,0,3640,2,1,-0.5,0.0,22301,11051.333333333334,0.0833458332852565,0.8324299858557285,132.6,0.0566465770003448,0
630000,2,2,2,41,-1,0,-1,-1,-1,-1,12137,6500,6500,6500,6500,2870,1000,6500,6500,6500,2870,0,0,0,-0.8333333333333334,0.0,6500,3895.0,0.0103174439405651,1.775583351620218,258.3,0.0108483954787373,0
70000,1,2,2,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,2,3,1.1666666666666667,0.0,3200,1783.3333333333333,0.9624005371351838,1.1656997085839305,21.0,0.8063813374094657,1
250000,1,1,2,29,0,0,0,0,0,0,70887,67060,63561,59696,56875,55512,3000,3000,3000,3000,3000,3000,0,0,0.0,0.0423202798781175,3000,3000.0,0.2682389270442918,1.1384513258939446,72.5,0.2490596704279849,0
50000,2,3,3,23,1,2,0,0,0,0,50614,29173,28116,28771,29531,30211,0,1500,1100,1200,1300,1100,2,1,0.5,0.0,1500,1033.3333333333333,0.5834483310333793,1.5460793597458533,11.5,0.6547069058618827,0
20000,1,1,2,24,0,0,2,2,2,2,15376,18010,17428,18338,17905,19104,3200,0,1500,0,1650,0,2,4,1.3333333333333333,0.0,3200,1058.3333333333333,0.9004549772511374,0.8689705840797988,4.8,0.884630768461577,1
320000,1,1,1,49,0,0,0,-1,-1,-1,253286,246536,194663,70074,5856,195599,10358,10000,75940,20000,195599,50000,0,0,-0.5,0.0405618629252404,195599,60316.166666666664,0.7704225924293987,1.573172398086996,156.8,0.5031307193831687,0
360000,2,1,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5,0.0,0,0.0,0.0,0.0,176.4,0.0,0
180000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5,0.0,0,0.0,0.0,0.0,52.2,0.0,0
130000,2,3,2,39,0,0,0,0,0,-1,38358,27688,24489,20616,11802,930,3000,1537,1000,2000,930,33764,0,0,-0.1666666666666666,0.0408329930583911,33764,7038.5,0.2129829770540226,1.8576951948922016,50.7,0.1588231372579185,0
120000,2,2,1,39,-1,-1,-1,-1,-1,-1,316,316,316,0,632,316,316,316,0,632,316,0,-1,0,-1.0,0.0,632,263.3333333333333,0.0026333113890717,0.996845425867508,46.8,0.0026333113890717,1
70000,2,2,2,26,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,2,4,1.3333333333333333,0.0,3601,1835.0,0.6063484807359895,0.9285862265096184,18.2,0.6320743037004234,1
450000,2,1,1,40,-2,-2,-2,-2,-2,-2,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,-2,0,-2.0,0.0,19428,3764.8333333333335,0.0431554596545341,1.226205924882281,180.0,0.0099870148436707,1
90000,1,1,2,23,0,0,0,-1,0,0,4744,7070,0,5398,6360,8292,5757,0,5398,1200,2045,2000,0,0,-0.1666666666666666,0.0,5757,2733.3333333333335,0.0785546827257474,0.8931283338562911,20.7,0.0590067517768321,0
50000,1,3,2,23,0,0,0,0,0,0,47620,41810,36023,28967,29829,30046,1973,1426,1001,1432,1062,997,0,0,0.0,0.02778703086831,1973,1315.1666666666667,0.8361832763344733,1.3332648937709108,11.5,0.7143023806190544,0
60000,1,1,2,27,1,-2,-1,-1,-1,-1,-109,-425,259,-57,127,-189,0,1000,0,500,0,1000,1,0,-0.8333333333333334,-8.928571428571429,1000,416.6666666666667,-0.0070832152797453,1.685567010309278,16.2,-0.0010944262040077,1
50000,2,3,2,30,0,0,0,0,0,0,22541,16138,17163,17878,18931,19617,1300,1300,1000,1500,1000,1012,0,0,0.0,0.0515852788255683,1500,1185.3333333333333,0.3227535449291014,1.2046065874556888,15.0,0.374219182283021,0
50000,2,3,1,47,-1,-1,-1,-1,-1,-1,650,3415,3416,2040,30430,257,3415,3421,2044,30430,257,0,-1,0,-1.0,0.0,30430,6594.5,0.0682986340273194,0.09698115084299,23.5,0.1340239861869429,0
50000,1,1,2,26,0,0,0,0,0,0,15329,16575,17496,17907,18375,11400,1500,1500,1000,1000,1600,0,0,0,0.0,0.0,1600,1100.0,0.3314933701325973,0.9473261371127224,13.0,0.3236001946627734,0
230000,2,1,2,27,-1,-1,-1,-1,-1,-1,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,-1,0,-1.0,0.0,37292,16248.166666666666,0.0750648910222129,0.8780153315985653,62.1,0.0824242793147276,0
50000,1,2,2,33,2,0,0,0,0,0,30518,29618,22102,22734,23217,23680,1718,1500,1000,1000,1000,716,2,1,0.3333333333333333,0.0302352096617541,1718,1155.6666666666667,0.5923481530369392,1.2056493827160495,16.5,0.5062198756024879,1
100000,1,1,2,32,0,0,0,0,0,0,93036,84071,82880,80958,78703,75589,3023,3511,3302,3204,3200,2504,0,0,0.0,0.0324924492406247,3511,3124.0,0.8407015929840702,1.1271557598996855,32.0,0.8253867461325387,0
500000,2,2,1,54,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,-2,0,-2.0,0.0137318029115341,71439,26417.0,0.0083039833920332,0.5214632206759444,270.0,0.0419145828375009,0
500000,1,1,1,58,-2,-2,-2,-2,-2,-2,13709,5006,31130,3180,0,5293,5006,31178,3180,0,5293,768,-2,0,-2.0,0.0,31178,7570.833333333333,0.01001197997604,1.410294218503532,290.0,0.0194392944547444,0
160000,1,1,2,30,-1,-1,-2,-2,-2,-1,30265,-131,-527,-923,-1488,-1884,131,396,396,565,792,0,-1,0,-1.5,-3.046153846153846,792,380.0,-0.0008187448828444,7.172367485583379,48.0,0.0263665018760299,0
280000,1,2,1,40,0,0,0,0,0,0,186503,181328,180422,170410,173901,177413,8026,8060,6300,6400,6400,6737,0,0,0.0,0.0349179428343393,8060,6987.166666666667,0.6475976871511173,1.045827830909463,112.0,0.6368887968257256,0
60000,2,2,2,22,0,0,0,0,0,-1,15054,9806,11068,6026,-28335,18660,1500,1518,2043,0,47671,617,0,0,-0.1666666666666666,-1.682466294910708,47671,8891.5,0.1634306094898418,2.7977079138919003,13.2,0.0896623945156469,0
50000,1,1,2,25,1,-1,-1,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1,0,-1.1666666666666667,0.0,780,130.0,0.0155996880062398,0.0,12.5,0.0025999480010399,1
280000,1,1,2,31,-1,-1,2,-1,0,-1,498,9075,4641,9976,17976,9477,9075,0,9976,8000,9525,781,2,1,-0.3333333333333333,0.0,9976,6226.166666666667,0.0324105985335766,0.057852039729714,86.8,0.0307397711674839,0
360000,1,1,2,33,0,0,0,0,0,0,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,0,0,0.0,0.0223183149672199,188840,40640.0,0.61470940358499,0.7947917228277692,118.8,0.7642344512005984,0
70000,2,1,2,25,0,0,0,0,0,0,67521,66999,63949,63699,64718,65970,3000,4500,4042,2500,2800,2500,0,0,0.0,0.0378954389049734,4500,3223.6666666666665,0.9571148983585948,1.03121706858897,17.5,0.9353580663133384,0
10000,1,2,2,22,0,0,0,0,0,0,1877,3184,6003,3576,3670,4451,1500,2927,1000,300,1000,500,0,0,0.0,0.0838691641039977,2927,1204.5,0.3183681631836816,0.4946633285017789,2.2,0.3793120687931206,0
140000,2,2,1,37,0,0,0,0,0,0,59504,61544,62925,64280,67079,69802,3000,3000,3000,4000,4000,3000,0,0,0.0,0.0429780954973281,4000,3333.3333333333335,0.4395968600224284,0.926997974762424,51.8,0.4584895822172699,0
40000,2,1,2,30,0,0,0,2,0,0,18927,21295,25921,25209,26636,29197,3000,5000,0,2000,3000,0,2,1,0.3333333333333333,0.0,5000,2166.6666666666665,0.532361690957726,0.7715281504983321,12.0,0.6132555019457847,0
210000,1,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2.0,0.0,0,0.0,0.0,0.0,60.9,0.0,1
20000,2,1,2,22,0,0,2,-1,0,0,14028,16484,15800,16341,16675,0,3000,0,16741,334,0,0,2,1,0.1666666666666666,0.0,16741,3345.8333333333335,0.824158792060397,1.0609322610734364,4.4,0.6610336149859174,1
150000,2,4,2,46,0,0,-1,0,0,-2,4463,3034,1170,1170,0,0,1013,1170,0,0,0,0,0,0,-0.5,0.0,1170,363.8333333333333,0.0202265318231211,2.720512039012496,69.0,0.0109299271338191,1
380000,1,2,2,32,-1,-1,-1,-1,-1,-1,22401,21540,15134,32018,11849,11873,21540,15138,24677,11851,11875,8251,-1,0,-1.0,0.3701239888816015,24677,15555.333333333334,0.0566840613577332,1.1705698434955278,121.6,0.0503573236210781,0
20000,1,1,2,24,0,0,0,0,0,0,17447,18479,19476,19865,20480,20063,1318,1315,704,928,912,1069,0,0,0.0,0.0361451968989064,1318,1041.0,0.9239038048097596,0.90386475098432,4.8,0.9650350815792544,0
70000,1,3,2,42,1,2,2,2,2,0,37042,36171,38355,39423,38659,39362,0,3100,2000,0,1500,1500,2,4,1.5,0.0,3100,1350.0,0.5167211896972901,0.9704564706704276,29.4,0.5452588772541346,1
100000,2,3,3,43,0,0,0,0,0,0,61559,51163,43824,39619,35762,33258,2000,1606,1500,2000,1500,1000,0,0,0.0,0.0300670495204305,2000,1601.0,0.5116248837511624,1.3927848230143558,43.0,0.441970580294197,0
310000,2,2,1,49,-2,-2,-2,-2,-2,-2,13465,7867,7600,11185,3544,464,7875,7600,11185,3544,464,0,-2,0,-2.0,0.0,11185,5111.333333333333,0.0253773374924597,1.830685912397181,151.9,0.0237230417536287,0
180000,2,1,2,25,1,2,0,0,0,0,41402,41742,42758,43510,44420,45319,1300,2010,1762,1762,1790,1622,2,1,0.5,0.0313986909161171,2010,1707.6666666666667,0.231898711673824,0.9585386464575528,45.0,0.2399532965557599,0
150000,2,1,2,29,2,0,0,0,0,0,46224,34993,31434,26518,21042,16540,1600,1718,1049,1500,2000,5000,2,1,0.3333333333333333,0.0333704469540321,5000,2144.5,0.2332851114325904,1.5690694003632104,43.5,0.1963886907420617,0
500000,2,1,1,45,-2,-2,-2,-2,-2,-2,1905,3640,162,0,151,2530,3640,162,0,151,2530,0,-2,0,-2.0,0.0,3640,1080.5,0.0072799854400291,1.36168691922802,225.0,0.0027959944080111,0
180000,2,3,1,34,0,0,0,-1,-1,-1,16386,15793,8441,7142,-679,8321,8500,1500,7500,679,9000,2000,0,0,-0.5,-13.27433628318584,9000,4863.166666666667,0.0877384014533252,1.7743367623172712,61.2,0.0512997150015833,0
180000,2,2,1,34,0,0,0,0,0,0,175886,173440,172308,168608,132202,129918,8083,7296,5253,4814,4816,3800,0,0,0.0,0.028551263574305,8083,5677.0,0.963550202498875,1.1080968701174336,61.2,0.8818117677124016,0
200000,2,1,2,34,-1,3,2,2,2,2,1587,1098,782,1166,700,1414,0,0,700,0,1200,0,3,5,1.6666666666666667,0.0,1200,316.6666666666667,0.0054899725501372,1.41003998223012,68.0,0.0056224718876405,0
400000,2,2,1,29,0,0,0,0,0,0,400134,398857,404205,360199,356656,364089,17000,15029,30000,12000,12000,23000,0,0,0.0,0.0333148250971682,30000,18171.5,0.997140007149982,1.0510729174054547,116.0,0.9517226206934484,0
500000,2,3,1,28,0,0,0,0,0,0,22848,23638,18878,14937,13827,15571,1516,1300,1000,1000,2000,2000,0,0,0.0,0.0529689072514434,2000,1469.3333333333333,0.0472759054481891,1.249605760904243,140.0,0.0365662602008129,1
70000,1,2,1,39,0,0,0,0,0,-1,70800,72060,69938,16518,14096,830,4025,2095,1000,2000,3000,0,0,0,-0.1666666666666666,0.0,4025,2020.0,1.0294138655162068,1.739215878942714,27.3,0.5815202639962286,0
50000,1,1,2,29,2,2,2,2,2,2,24987,24300,26591,25865,27667,28264,0,2700,0,2225,1200,0,2,6,2.0,0.0,2700,1020.8333333333334,0.4859902801943961,0.9507990867579909,14.5,0.5255694886102278,1
50000,2,2,1,46,0,0,0,-2,-2,-2,28718,29166,0,0,0,0,1000,0,0,0,0,0,0,0,-1.0,0.0,1000,166.66666666666666,0.5833083338333234,2.976472620487131,23.0,0.1929428078105104,1
130000,2,2,1,51,-1,-1,-2,-2,-1,-1,99,0,0,0,2353,0,0,0,0,2353,0,0,-1,0,-1.3333333333333333,0.0,2353,392.1666666666667,0.0,0.2416598860862489,66.3,0.0031435655623161,0
200000,1,1,1,57,-2,-2,-2,-1,2,2,152519,148751,144076,8174,8198,7918,0,0,8222,300,0,1000,2,2,-0.5,0.0,8222,1587.0,0.7437512812435938,1.9485352672887009,114.0,0.3913613765264507,1
10000,1,2,1,56,2,2,2,0,0,0,2097,4193,3978,4062,4196,4326,2300,0,150,200,200,160,2,3,1.0,0.0,2300,501.6666666666667,0.4192580741925807,0.5504418584303089,5.6,0.3808285838082858,1
210000,2,1,2,30,2,-1,-1,-1,-1,-1,300,300,1159,2280,300,4250,300,1159,2280,300,4250,909,2,1,-0.5,0.131521262604121,4250,1533.0,0.0014285646258827,0.2094240837696335,63.0,0.0068166342065037,0
130000,2,3,2,29,1,-2,-2,-1,2,-1,-190,-9850,-9850,10311,10161,7319,0,0,20161,0,7319,13899,2,1,-0.5,-2.0470098487156054,20161,6896.5,-0.0757686479334774,-0.1441760465410396,37.7,0.0101294092609544,0
20000,1,4,2,22,2,0,0,0,0,0,18565,17204,17285,18085,11205,5982,0,1200,1000,500,1000,0,2,1,0.3333333333333333,0.0,1200,616.6666666666666,0.8601569921503924,1.2610379024589051,4.4,0.7360131993400331,0
80000,1,1,2,31,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,-1,0,-1.0,0.0,390,325.0,0.0,1.9948849104859336,24.8,0.0048749390632617,0
320000,1,2,2,29,2,2,2,2,2,2,58267,59246,60184,58622,62307,63526,2500,2500,0,4800,2400,1600,2,6,2.0,0.0,4800,2300.0,0.1851431714275893,0.9653300493154922,92.8,0.1886202438950711,1
200000,2,2,1,32,-1,-1,-1,-1,2,-1,9076,5787,-684,5247,3848,3151,5818,15,9102,17,3165,1395,2,1,-0.5,-13.32650073206442,9102,3252.0,0.0289348553257233,2.0603079716998978,64.0,0.0220207232297171,0
290000,2,1,2,37,1,-2,-1,-1,-1,-1,0,0,3155,0,2359,0,0,3155,0,2359,0,0,1,0,-0.8333333333333334,0.0,3155,919.0,0.0,0.0,107.3,0.0031689545898117,0
340000,1,1,2,32,-1,-1,-1,-1,-1,-1,3048,5550,23337,4291,80153,25820,5713,23453,4314,80552,25949,2016,-1,0,-1.0,0.0780759846636458,80552,23666.166666666668,0.0163234814015252,0.1286030730283745,108.8,0.0697051871416064,0
20000,1,2,2,24,0,0,2,0,0,0,14619,17216,16642,16976,17332,18543,2850,0,610,630,1500,0,2,1,0.3333333333333333,0.0,2850,931.6666666666666,0.8607569621518925,0.8655929895198058,4.8,0.8443577821108944,0
50000,1,3,2,25,-1,0,0,0,0,0,42838,37225,36087,9636,9590,10030,1759,1779,320,500,1000,1000,0,0,-0.1666666666666666,0.0088672134781644,1779,1059.6666666666667,0.7444851102977941,1.767584518471653,12.5,0.4846769731272041,0
300000,2,1,1,45,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,-1,0,-1.0,0.9965753424657534,291,291.0,0.0009699967666774,0.9965753424657534,135.0,0.0009699967666774,0
30000,2,2,2,22,0,0,0,0,0,0,28387,29612,30326,28004,26446,6411,1686,1400,560,3000,1765,0,0,0,0.0,0.0,3000,1401.8333333333333,0.9870337655411486,1.1416295779934582,6.6,0.8287834849949446,1
240000,2,2,2,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5,0.0,0,0.0,0.0,0.0,105.6,0.0,1
470000,2,3,3,33,0,0,0,0,0,0,165254,157784,162702,69923,29271,29889,6400,7566,3000,960,1000,3000,0,0,0.0,0.013729191693839,7566,3654.3333333333335,0.3357099240214382,1.6126825507580156,155.1,0.2180218765491988,0
360000,2,1,2,26,0,0,0,0,0,-1,23411,27796,30400,33100,180000,196,4796,3400,3100,146900,196,2963,0,0,-0.1666666666666666,0.0010888828395397,146900,26892.5,0.0772108966363982,0.4763028595261589,93.6,0.1365287874200349,0
60000,1,3,2,30,0,0,0,0,0,0,26324,27471,28108,21993,19899,19771,1576,1213,648,768,1140,0,0,0,0.0,0.0,1576,890.8333333333334,0.4578423692938451,1.1001030841668291,18.0,0.3987877979811447,1
400000,2,2,1,44,0,0,2,0,0,0,131595,139060,126819,104430,104990,94058,10700,3,3050,3000,3200,2800,2,1,0.3333333333333333,2.1573266408266875e-05,10700,3792.1666666666665,0.3476491308771728,1.1264155627013317,176.0,0.2920626031768254,0
50000,2,3,2,49,0,0,0,0,0,0,48909,47863,21489,20414,19342,19482,1676,1302,700,699,849,826,0,0,0.0,0.0272020725388601,1676,1008.6666666666666,0.9572408551828964,1.6532154023830314,24.5,0.5916515003033272,0
160000,1,2,2,33,0,0,0,0,0,0,130028,107808,71934,118418,118407,120418,4400,3547,80000,4500,4800,4500,0,0,0.0,0.0329007782281627,80000,16957.833333333332,0.6737957887763202,1.169633848511062,52.8,0.694800865827922,0
360000,2,1,1,45,-1,-1,2,0,-1,-1,390,1170,780,390,390,390,1170,0,0,390,390,390,2,1,-0.3333333333333333,0.0,1170,390.0,0.0032499909722472,0.6655290102389079,162.0,0.0016249954861236,1
160000,2,2,2,32,0,0,0,0,0,-1,3826,4751,6604,8604,7072,766,1147,2000,2000,0,766,2303,0,0,-0.1666666666666666,0.0,2303,1369.3333333333333,0.0296935644152224,0.7257896234468367,51.2,0.0329404191223804,0
130000,2,1,1,35,0,0,0,-1,-1,-1,81313,117866,17740,1330,7095,1190,40000,5000,1330,7095,1190,2090,0,0,-0.5,0.0424206945116105,40000,9450.833333333334,0.90665456419566,2.1536064271210384,45.5,0.2904259710822737,0
20000,1,3,2,44,2,2,0,0,0,2,8583,8303,9651,10488,12314,11970,0,1651,1000,2000,0,1500,2,3,1.0,0.0,2000,1025.1666666666667,0.4151292435378231,0.8398923591290876,8.8,0.5108827891938738,0
200000,1,1,1,53,2,2,2,2,2,2,138180,140774,142460,144098,147124,149531,6300,5500,5500,5500,5000,5000,2,6,2.0,0.0334376588288794,6300,5466.666666666667,0.7038664806675967,0.9616167520903576,106.0,0.7184689076554617,1
280000,2,1,2,39,-1,-1,-1,0,0,-2,7524,0,3968,3868,0,0,0,3968,0,0,0,0,0,0,-0.8333333333333334,0.0,3968,661.3333333333334,0.0,2.9379148770011714,109.2,0.0091428244899125,0
100000,2,1,2,27,-2,-2,-2,-2,-2,-2,-2000,5555,0,0,0,0,7555,0,0,0,0,0,-2,0,-2.0,-3.779389694847424,7555,1259.1666666666667,0.0555494445055549,-3.369839932603201,27.0,0.0059249407505924,0
160000,2,2,1,37,-1,-1,-1,-1,-1,-2,880,1602,840,840,0,0,1602,840,840,0,0,7736,-1,0,-1.1666666666666667,0.0,7736,1836.3333333333333,0.0100124374222661,1.2667946257197698,59.2,0.0043353895704818,0
60000,2,2,2,23,0,0,0,0,0,0,45648,46850,47214,19595,19209,19323,1937,1301,682,690,816,835,0,0,0.0,0.0144445621094991,1937,1043.5,0.780820319661339,1.384356440647982,13.8,0.5495436187174659,0
90000,1,2,2,35,0,0,0,0,0,0,83725,85996,87653,35565,30942,30835,3621,3597,1179,1112,1104,1143,0,0,0.0,0.0134506126360462,3621,1959.3333333333333,0.9555004944389508,1.4161794306527364,31.5,0.6568741828794494,0
360000,1,1,1,43,-1,-1,-1,-1,-1,0,3967,8322,3394,6451,26370,9956,8339,3394,12902,27000,0,68978,0,0,-0.8333333333333334,0.0,68978,20102.166666666668,0.023116602453882,0.4071084048848903,154.8,0.0270647396349824,0
150000,1,1,2,27,0,0,0,0,0,0,86009,86108,89006,89775,87725,40788,4031,10006,3266,4040,1698,800,0,0,0.0,0.0193557212228985,10006,3973.5,0.5740495063366244,1.0764199016722396,40.5,0.5326753377199708,0
50000,2,3,1,22,0,0,0,0,0,0,18722,18160,16997,13150,8866,7899,1411,1194,379,281,321,197,0,0,0.0,0.0213671964109193,1411,630.5,0.3631927361452771,1.3404773269689738,11.0,0.2793077471783897,0
20000,1,2,1,38,0,0,0,0,0,-1,17973,19367,19559,18240,17928,150,1699,1460,626,1750,150,0,0,0,-0.1666666666666666,0.0,1750,947.5,0.968301584920754,1.1567746157064245,7.6,0.7767694948585904,1
140000,1,1,2,32,-2,-2,-2,-2,-2,-2,672,10212,850,415,100,1430,10212,850,415,100,1430,0,-2,0,-2.0,0.0,10212,2167.8333333333335,0.0729423361261705,0.2946291560102301,44.8,0.0162844074923274,0
380000,2,1,2,30,-2,-2,-1,0,0,0,-81,-303,32475,32891,33564,34056,223,33178,1171,1197,1250,5000,0,0,-0.8333333333333334,-109.86092715231788,33178,7003.166666666667,-0.0007973663227202,-0.0036649372586872,114.0,0.0581586188808275,0
480000,1,1,1,63,0,0,0,2,2,0,422069,431342,479432,487066,471145,469961,16078,55693,17000,0,18000,24200,2,2,0.6666666666666666,0.0,55693,21828.5,0.8986272945264697,0.917202006069494,302.4,0.9586837666310418,0
50000,2,3,2,22,0,0,0,0,0,0,44698,42254,38347,32496,23477,24094,1767,1362,1002,840,995,904,0,0,0.0,0.0258485398652183,1767,1145.0,0.8450630987380252,1.3058644800654424,11.0,0.6845396425404826,1
60000,2,2,2,26,2,2,2,2,2,0,56685,55208,59175,60218,55447,55305,0,5000,2511,6,3000,3000,2,5,1.6666666666666667,0.0,5000,2252.8333333333335,0.920117998033366,0.9943457566862742,15.6,0.9500897207268768,0
70000,2,2,2,24,-1,-1,-2,-2,-2,-1,5580,0,0,0,0,26529,0,0,0,0,26529,2000,-1,0,-1.5,0.0,26529,4754.833333333333,0.0,1.0425035030359644,16.8,0.0764489078727446,0
80000,2,2,1,36,-1,-1,-1,-1,-1,-1,6108,2861,3277,3319,1150,1150,2861,3279,3319,1150,1150,1035,-1,0,-1.0,0.3463855421686747,3319,2132.3333333333335,0.0357620529743378,2.0506966593923117,28.8,0.0372182847714403,0
350000,1,1,2,52,-1,-1,-1,-1,-1,-1,713,2272,722,867,1150,5263,2272,722,867,1150,5263,5011,-1,0,-1.0,0.3176418829740431,5263,2547.5,0.0064914100245427,0.3891567361047939,182.0,0.0052318898136481,0
130000,1,2,2,38,0,0,0,-1,-1,-1,171438,178382,39940,120483,44127,126568,10908,0,133657,4566,133841,4796,0,0,-0.5,0.0,133841,47961.333333333336,1.3721586757024946,1.510591179304025,49.4,0.8729907205842006,0
360000,1,2,1,35,1,-2,-2,-2,-2,-2,-103,-103,-103,-103,-103,-103,0,0,0,0,0,0,1,0,-1.5,-0.0,0,0.0,-0.0002861103163602,1.0098039215686274,126.0,-0.0002861103163602,0
330000,2,1,1,31,0,0,2,0,0,0,105879,108431,105594,105896,106491,107289,9260,0,3593,4100,15794,0,2,1,0.3333333333333333,0.0,15794,5457.833333333333,0.3285777921885085,0.993258138858574,102.3,0.3230192231740712,0
50000,1,3,1,47,0,0,2,0,0,0,13244,14722,15181,15928,16671,17393,2000,1000,1000,1000,1000,1000,2,1,0.3333333333333333,0.0574910888812234,2000,1166.6666666666667,0.2944341113177736,0.8531214772666273,23.5,0.3104571241908495,0
280000,1,2,1,41,2,2,2,2,2,3,135673,138532,134813,144401,152174,149415,6500,0,14254,14850,0,5000,3,6,2.1666666666666665,0.0,14850,6767.333333333333,0.4947553758736576,0.9520756385275562,114.8,0.5089315157207772,0
100000,2,1,2,24,0,0,0,0,0,0,52128,52692,54477,56076,60100,59713,2000,2677,3076,5080,3000,2033,0,0,0.0,0.0340456174431456,5080,2977.6666666666665,0.5269147308526915,0.9331010286641686,24.0,0.5586377469558638,0
50000,1,2,2,41,0,0,0,0,0,0,19015,19294,20259,20274,20311,19957,1340,1305,700,718,724,684,0,0,0.0,0.0342719711393927,1340,911.8333333333334,0.3858722825543489,0.9578058363276134,20.5,0.3970253928254768,0
30000,1,1,2,24,-1,2,0,0,3,2,18199,17618,18631,21319,20692,21201,0,1312,3000,0,1000,1000,3,3,1.0,0.0,3000,1052.0,0.5872470917636079,0.9279995920656774,7.2,0.6536448785040498,1
