recent_pay_mean,pay_status_max,consecutive_delays,pay_0,severe_delay_count,pay_status_mean,financial_strain,pay_2,edu_payment_interaction,historical_pay_mean,pay_3,pay_volatility,pay_5,pay_4,pay_trend_change,pay_6,pay_amt1,pay_ratio_min,pay_improvement,pay_amt_mean,default
0.0,0,0,0,0,-0.5,0,0,-0.0,-1.0,0,0.5477225575051661,-1,-1,1.0,-1,10358,0.0405618629252404,1,60316.166666666664,0
-1.0,1,1,1,0,-1.5,2,-2,-0.0,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,0
-1.0,1,1,1,0,-1.5,2,-2,-0.0,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,0
0.0,0,0,0,0,-0.1666666666666666,1,0,-0.3333333333333333,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,3000,0.0408329930583911,1,7038.5,0
-1.0,-1,0,-1,0,-1.0,0,-1,-1.0,-1.0,-1,0.0,-1,-1,0.0,-1,316,0.0,0,263.3333333333333,1
0.6666666666666666,2,3,2,4,1.3333333333333333,5,0,1.3333333333333333,2.0,0,1.0327955589886446,2,2,-1.3333333333333337,2,2007,0.0,0,1835.0,1
-2.0,-2,0,-2,0,-2.0,1,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,19428,0.0,0,3764.8333333333335,1
0.0,0,0,0,0,-0.1666666666666666,0,0,-0.0,-0.3333333333333333,0,0.408248290463863,0,-1,0.3333333333333333,0,5757,0.0,0,2733.3333333333335,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1973,0.02778703086831,0,1315.1666666666667,0
-0.6666666666666666,1,1,1,0,-0.8333333333333334,2,-2,-0.0,-1.0,-1,0.983192080250175,-1,-1,0.3333333333333333,-1,0,-8.928571428571429,2,416.6666666666667,1
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1300,0.0515852788255683,0,1185.3333333333333,0
-1.0,-1,0,-1,0,-1.0,1,-1,-2.0,-1.0,-1,0.0,-1,-1,0.0,-1,3415,0.0,0,6594.5,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1500,0.0,0,1100.0,0
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,17270,0.0,0,16248.166666666666,0
0.6666666666666666,2,1,2,1,0.3333333333333333,5,0,0.3333333333333333,0.0,0,0.816496580927726,0,0,0.6666666666666666,0,1718,0.0302352096617541,2,1155.6666666666667,1
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,3023,0.0324924492406247,0,3124.0,0
-2.0,-2,0,-2,0,-2.0,0,-2,-2.0,-2.0,-2,0.0,-2,-2,0.0,-2,4152,0.0137318029115341,0,26417.0,0
-2.0,-2,0,-2,0,-2.0,1,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,5006,0.0,0,7570.833333333333,0
-1.3333333333333333,-1,0,-1,0,-1.5,2,-1,-0.0,-1.6666666666666667,-2,0.5477225575051661,-2,-2,0.3333333333333335,-1,131,-3.046153846153846,0,380.0,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,8026,0.0349179428343393,0,6987.166666666667,0
0.0,0,0,0,0,-0.1666666666666666,0,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,1500,-1.682466294910708,1,8891.5,0
-0.3333333333333333,1,1,1,0,-1.1666666666666667,0,-1,-0.0,-2.0,-1,1.1690451944500122,-2,-2,1.6666666666666667,-2,780,0.0,3,130.0,1
0.0,2,1,-1,1,-0.3333333333333333,3,-1,-0.0,-0.6666666666666666,2,1.2110601416389968,0,-1,0.6666666666666666,-1,9075,0.0,0,6226.166666666667,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,10000,0.0223183149672199,0,40640.0,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,3000,0.0378954389049734,0,3223.6666666666665,0
0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,1500,0.0838691641039977,0,1204.5,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,3000,0.0429780954973281,0,3333.3333333333335,0
0.0,2,1,0,1,0.3333333333333333,5,0,0.0,0.6666666666666666,0,0.816496580927726,0,2,-0.6666666666666666,0,3000,0.0,0,2166.6666666666665,0
-2.0,-2,0,-2,0,-2.0,2,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,0,0.0,0,0.0,1
0.6666666666666666,2,1,0,1,0.1666666666666666,6,0,0.0,-0.3333333333333333,2,0.983192080250175,0,-1,1.0,0,3000,0.0,0,3345.8333333333335,1
-0.3333333333333333,0,0,0,0,-0.5,3,0,-1.5,-0.6666666666666666,-1,0.8366600265340756,0,0,0.3333333333333333,-2,1013,0.0,2,363.8333333333333,1
-1.0,-1,0,-1,0,-1.0,1,-1,-1.0,-1.0,-1,0.0,-1,-1,0.0,-1,21540,0.3701239888816015,0,15555.333333333334,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,1318,0.0361451968989064,0,1041.0,0
1.6666666666666667,2,5,1,4,1.5,5,2,3.0,1.3333333333333333,2,0.8366600265340756,2,2,0.3333333333333335,0,0,0.0,1,1350.0,1
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,2000,0.0300670495204305,0,1601.0,0
-2.0,-2,0,-2,0,-2.0,1,-2,-2.0,-2.0,-2,0.0,-2,-2,0.0,-2,7875,0.0,0,5111.333333333333,0
1.0,2,2,1,1,0.5,5,2,0.0,0.0,0,0.8366600265340756,0,0,1.0,0,1300,0.0313986909161171,1,1707.6666666666667,0
0.6666666666666666,2,1,2,1,0.3333333333333333,6,0,0.0,0.0,0,0.816496580927726,0,0,0.6666666666666666,0,1600,0.0333704469540321,2,2144.5,0
-2.0,-2,0,-2,0,-2.0,0,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,3640,0.0,0,1080.5,0
0.0,0,0,0,0,-0.5,1,0,-1.0,-1.0,0,0.5477225575051661,-1,-1,1.0,-1,8500,-13.27433628318584,1,4863.166666666667,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,8083,0.028551263574305,0,5677.0,0
1.3333333333333333,3,5,-1,5,1.6666666666666667,5,3,0.0,2.0,2,1.3662601021279464,2,2,-0.6666666666666667,2,0,0.0,-3,316.6666666666667,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,17000,0.0333148250971682,0,18171.5,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1516,0.0529689072514434,0,1469.3333333333333,1
0.0,0,0,0,0,-0.1666666666666666,3,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,4025,0.0,1,2020.0,0
2.0,2,6,2,6,2.0,5,2,0.0,2.0,2,0.0,2,2,0.0,2,0,0.0,0,1020.8333333333334,1
0.0,0,0,0,0,-1.0,3,0,-1.0,-2.0,0,1.095445115010332,-2,-2,2.0,-2,1000,0.0,2,166.66666666666666,1
-1.3333333333333333,-1,0,-1,0,-1.3333333333333333,1,-1,-1.3333333333333333,-1.3333333333333333,-2,0.5163977794943223,-1,-2,0.0,-1,0,0.0,0,392.1666666666667,0
-2.0,2,2,-2,2,-0.5,6,-2,-0.0,1.0,-2,1.97484176581315,2,-1,-3.0,2,0,0.0,-4,1587.0,1
2.0,2,3,2,3,1.0,5,2,1.0,0.0,2,1.095445115010332,0,0,2.0,0,2300,0.0,2,501.6666666666667,1
0.0,2,1,2,1,-0.5,3,-1,-0.0,-1.0,-1,1.224744871391589,-1,-1,1.0,-1,300,0.131521262604121,3,1533.0,0
-1.0,2,1,1,1,-0.5,3,-2,-1.0,0.0,-2,1.6431676725154984,2,-1,-1.0,-1,0,-2.0470098487156054,2,6896.5,0
0.6666666666666666,2,1,2,1,0.3333333333333333,6,0,1.0,0.0,0,0.816496580927726,0,0,0.6666666666666666,0,0,0.0,2,616.6666666666666,0
-1.0,-1,0,-1,0,-1.0,1,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,0,0.0,0,325.0,0
2.0,2,6,2,6,2.0,5,2,2.0,2.0,2,0.0,2,2,0.0,2,2500,0.0,0,2300.0,1
-1.0,2,1,-1,1,-0.5,4,-1,-0.5,0.0,-1,1.224744871391589,2,-1,-1.0,-1,5818,-13.32650073206442,0,3252.0,0
-0.6666666666666666,1,1,1,0,-0.8333333333333334,0,-2,-0.0,-1.0,-1,0.983192080250175,-1,-1,0.3333333333333333,-1,0,0.0,2,919.0,0
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,5713,0.0780759846636458,0,23666.166666666668,0
0.6666666666666666,2,1,0,1,0.3333333333333333,7,0,0.3333333333333333,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,2850,0.0,0,931.6666666666666,0
-0.3333333333333333,0,0,-1,0,-0.1666666666666666,3,0,-0.3333333333333333,0.0,0,0.408248290463863,0,0,-0.3333333333333333,0,1759,0.0088672134781644,-1,1059.6666666666667,0
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,291,0.9965753424657534,0,291.0,0
0.0,0,0,0,0,0.0,5,0,0.0,0.0,0,0.0,0,0,0.0,0,1686,0.0,0,1401.8333333333333,1
-1.0,1,1,1,0,-1.5,2,-2,-1.5,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,1
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,6400,0.013729191693839,0,3654.3333333333335,0
0.0,0,0,0,0,-0.1666666666666666,1,0,-0.0,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,4796,0.0010888828395397,1,26892.5,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1576,0.0,0,890.8333333333334,1
0.6666666666666666,2,1,0,1,0.3333333333333333,5,0,0.3333333333333333,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,10700,2.1573266408266875e-05,0,3792.1666666666665,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1676,0.0272020725388601,0,1008.6666666666666,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,4400,0.0329007782281627,0,16957.833333333332,0
0.0,2,1,-1,1,-0.3333333333333333,3,-1,-0.0,-0.6666666666666666,2,1.2110601416389968,-1,0,0.6666666666666666,-1,1170,0.0,0,390.0,1
0.0,0,0,0,0,-0.1666666666666666,3,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,1147,0.0,1,1369.3333333333333,0
0.0,0,0,0,0,-0.5,3,0,-0.0,-1.0,0,0.5477225575051661,-1,-1,1.0,-1,40000,0.0424206945116105,1,9450.833333333334,0
1.3333333333333333,2,2,2,3,1.0,5,2,2.0,0.6666666666666666,0,1.095445115010332,0,0,0.6666666666666666,2,0,0.0,0,1025.1666666666667,0
2.0,2,6,2,6,2.0,5,2,0.0,2.0,2,0.0,2,2,0.0,2,6300,0.0334376588288794,0,5466.666666666667,1
-1.0,0,0,-1,0,-0.8333333333333334,3,-1,-0.0,-0.6666666666666666,-1,0.752772652709081,0,0,-0.3333333333333333,-2,0,0.0,1,661.3333333333334,0
-2.0,-2,0,-2,0,-2.0,0,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,7555,-3.779389694847424,0,1259.1666666666667,0
-1.0,-1,0,-1,0,-1.1666666666666667,1,-1,-1.1666666666666667,-1.3333333333333333,-1,0.408248290463863,-1,-1,0.3333333333333332,-2,1602,0.0,1,1836.3333333333333,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1937,0.0144445621094991,0,1043.5,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,3621,0.0134506126360462,0,1959.3333333333333,0
-1.0,0,0,-1,0,-0.8333333333333334,0,-1,-0.0,-0.6666666666666666,-1,0.408248290463863,-1,-1,-0.3333333333333333,0,8339,0.0,-1,20102.166666666668,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,4031,0.0193557212228985,0,3973.5,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1411,0.0213671964109193,0,630.5,0
0.0,0,0,0,0,-0.1666666666666666,3,0,-0.1666666666666666,-0.3333333333333333,0,0.408248290463863,0,0,0.3333333333333333,-1,1699,0.0,1,947.5,1
-2.0,-2,0,-2,0,-2.0,0,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,10212,0.0,0,2167.8333333333335,0
-1.6666666666666667,0,0,-2,0,-0.8333333333333334,0,-2,-0.0,0.0,-1,0.983192080250175,0,0,-1.6666666666666667,0,223,-109.86092715231788,-2,7003.166666666667,0
0.0,2,2,0,2,0.6666666666666666,7,0,0.0,1.3333333333333333,0,1.0327955589886446,2,2,-1.3333333333333333,0,16078,0.0,0,21828.5,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1767,0.0258485398652183,0,1145.0,1
2.0,2,5,2,5,1.6666666666666667,7,2,1.6666666666666667,1.3333333333333333,2,0.816496580927726,2,2,0.6666666666666667,0,0,0.0,2,2252.8333333333335,0
-1.3333333333333333,-1,0,-1,0,-1.5,0,-1,-1.5,-1.6666666666666667,-2,0.5477225575051661,-2,-2,0.3333333333333335,-1,0,0.0,0,4754.833333333333,0
-1.0,-1,0,-1,0,-1.0,1,-1,-1.0,-1.0,-1,0.0,-1,-1,0.0,-1,2861,0.3463855421686747,0,2132.3333333333335,0
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,2272,0.3176418829740431,0,2547.5,0
0.0,0,0,0,0,-0.5,2,0,-0.5,-1.0,0,0.5477225575051661,-1,-1,1.0,-1,10908,0.0,1,47961.333333333336,0
-1.0,1,1,1,0,-1.5,2,-2,-1.5,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,-0.0,3,0.0,0
0.6666666666666666,2,1,0,1,0.3333333333333333,5,0,0.0,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,9260,0.0,0,5457.833333333333,0
0.6666666666666666,2,1,0,1,0.3333333333333333,5,0,0.6666666666666666,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,2000,0.0574910888812234,0,1166.6666666666667,0
2.0,3,6,2,6,2.1666666666666665,5,2,2.1666666666666665,2.3333333333333335,2,0.408248290463863,2,2,-0.3333333333333335,3,6500,0.0,-1,6767.333333333333,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,2000,0.0340456174431456,0,2977.6666666666665,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1340,0.0342719711393927,0,911.8333333333334,0
0.3333333333333333,3,2,-1,3,1.0,5,2,0.0,1.6666666666666667,0,1.5491933384829668,3,0,-1.3333333333333337,2,0,0.0,-3,1052.0,1
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,326,0.0838471023427866,0,1276.0,0
0.6666666666666666,2,1,2,1,0.3333333333333333,5,0,0.3333333333333333,0.0,0,0.816496580927726,0,0,0.6666666666666666,0,2000,0.0549843294661021,2,1283.3333333333333,1
-1.0,-1,0,-1,0,-1.0,1,-1,-1.0,-1.0,-1,0.0,-1,-1,0.0,-1,9677,0.4921926656833325,0,9648.5,0
0.0,0,0,0,0,-0.3333333333333333,3,0,-0.3333333333333333,-0.6666666666666666,0,0.5163977794943223,-1,0,0.6666666666666666,-1,2000,0.0249047256097561,1,1845.5,0
2.0,3,6,2,6,2.1666666666666665,7,2,4.333333333333333,2.3333333333333335,2,0.4082482904638629,2,3,-0.3333333333333335,2,1000,0.0,0,1705.8333333333333,1
-1.0,1,1,1,0,-1.5,2,-2,-0.0,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,1
-1.0,1,1,1,0,-1.5,2,-2,-0.0,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,0
0.6666666666666666,2,1,2,1,0.3333333333333333,8,0,0.3333333333333333,0.0,0,0.816496580927726,0,0,0.6666666666666666,0,13019,0.0274456033821393,2,8995.5,1
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,1404,0.0,0,718.0,0
-1.0,1,1,1,0,-1.5,2,-2,-1.5,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,3568,0.0323916043285641,0,3676.0,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,4655,0.0104244850304394,0,2461.8333333333335,1
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1000,0.0189319016671376,0,1033.3333333333333,1
2.3333333333333335,3,3,3,3,1.1666666666666667,6,2,2.3333333333333335,0.0,2,1.3291601358251257,0,0,2.3333333333333335,0,2504,0.000113911897284,3,1251.8333333333333,0
-1.0,1,1,1,0,-1.1666666666666667,0,-2,-0.0,-1.3333333333333333,-2,1.1690451944500122,-1,-2,0.3333333333333332,-1,5645,-529.6538461538462,2,5314.333333333333,0
-0.3333333333333333,1,1,1,0,-0.3333333333333333,0,-1,-0.0,-0.3333333333333333,-1,0.816496580927726,0,0,0.0,-1,2622,0.0,2,1490.6666666666667,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,9744,0.0331936258458851,0,8884.833333333334,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,8210,0.0349452415685079,0,8182.666666666667,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,2000,-2.0025673940949935,0,910.0,0
0.0,2,3,0,3,1.0,5,0,1.0,2.0,0,1.095445115010332,2,2,-2.0,2,1500,0.0,-2,771.1666666666666,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,2500,0.1218769043266301,0,3333.3333333333335,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1500,0.0544069640914037,0,1174.3333333333333,0
-1.0,-1,0,-1,0,-1.3333333333333333,1,-1,-2.6666666666666665,-1.6666666666666667,-1,0.5163977794943223,-2,-1,0.6666666666666667,-2,300,0.0,1,1030.0,1
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,2360,0.020166575917075,0,1493.3333333333333,0
-1.0,1,1,1,0,-1.5,2,-2,-0.0,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,0.0,3,0.0,1
-1.0,-1,0,-1,0,-1.0,1,-1,-1.0,-1.0,-1,0.0,-1,-1,0.0,-1,0,0.0,0,930.0,0
1.6666666666666667,2,4,1,3,1.1666666666666667,5,2,1.1666666666666667,0.6666666666666666,2,0.9831920802501752,0,2,1.0,0,1000,0.0194325689856199,1,2250.0,0
-2.0,-2,0,-2,0,-2.0,0,-2,-2.0,-2.0,-2,0.0,-2,-2,0.0,-2,10000,0.6310342651605982,0,10974.333333333334,0
-1.0,0,0,-1,0,-0.8333333333333334,1,-1,-0.0,-0.6666666666666666,-1,0.408248290463863,0,-1,-0.3333333333333333,-1,15586,0.0220696734458202,0,3940.1666666666665,0
0.0,3,1,0,1,0.5,5,0,0.0,1.0,0,1.224744871391589,0,0,-1.0,3,1000,0.0,-3,1197.1666666666667,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1661,0.0,0,625.3333333333334,1
1.0,2,2,1,1,0.5,6,2,0.0,0.0,0,0.8366600265340756,0,0,1.0,0,8000,0.0283779718831054,1,14500.0,0
2.0,3,4,1,3,1.3333333333333333,5,2,1.3333333333333333,0.6666666666666666,3,1.2110601416389968,0,2,1.3333333333333337,0,1650,0.0,1,686.8333333333334,0
-0.6666666666666666,1,1,1,0,-0.8333333333333334,0,-2,-0.0,-1.0,-1,0.983192080250175,-1,-1,0.3333333333333333,-1,0,-20.473157415832578,2,4078.1666666666665,0
0.0,2,1,0,1,0.3333333333333333,6,0,0.3333333333333333,0.6666666666666666,0,0.816496580927726,2,0,-0.6666666666666666,0,3455,0.0,0,2711.1666666666665,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,30000,0.047673531655225,0,10500.0,0
-0.3333333333333333,1,1,1,0,-0.8333333333333334,1,-1,-0.0,-1.3333333333333333,-1,0.983192080250175,-1,-1,1.0,-2,2906,0.0,3,756.0,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,8042,0.0367423266118639,0,22200.0,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1700,0.0875043752187609,0,1450.0,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,5000,0.0637118525282986,0,5898.166666666667,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,4000,0.0315929659476431,0,3760.0,0
0.0,0,0,0,0,0.0,5,0,0.0,0.0,0,0.0,0,0,0.0,0,7300,0.0340191595906814,0,6298.0,0
3.0,6,6,2,6,4.0,5,3,8.0,5.0,4,1.4142135623730951,5,4,-2.0,6,10478,0.0679921612396662,-4,10878.0,1
1.6666666666666667,3,2,3,2,0.8333333333333334,5,2,1.6666666666666667,0.0,0,1.3291601358251257,0,0,1.6666666666666667,0,0,0.0,3,633.3333333333334,0
2.0,2,5,2,5,1.6666666666666667,7,2,0.0,1.3333333333333333,2,0.816496580927726,2,2,0.6666666666666667,0,3500,0.0,2,1358.3333333333333,0
0.0,2,1,2,2,0.0,3,-1,0.0,0.0,-1,1.5491933384829668,-1,-1,0.0,2,390,0.0,0,440.0,0
-1.0,0,0,-1,0,-0.8333333333333334,1,-1,-1.6666666666666667,-0.6666666666666666,-1,0.408248290463863,0,-1,-0.3333333333333333,-1,396,0.0,0,396.0,0
0.6666666666666666,2,1,0,1,0.3333333333333333,5,0,0.0,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,17994,0.0,0,6641.666666666667,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,3000,0.0384098329172268,0,1666.6666666666667,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,5500,0.0286106660563057,0,3516.6666666666665,0
-2.0,-2,0,-2,0,-2.0,0,-2,-0.0,-2.0,-2,0.0,-2,-2,0.0,-2,15383,0.3111890382492369,0,10324.0,0
1.0,2,2,-1,2,0.5,5,2,0.5,0.0,2,1.224744871391589,0,0,1.0,0,3166,-204.08163265306123,-1,9317.666666666666,0
0.0,2,1,0,1,0.3333333333333333,7,0,0.3333333333333333,0.6666666666666666,0,0.816496580927726,0,0,-0.6666666666666666,2,3500,0.0,-2,4108.666666666667,0
0.0,0,0,0,0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,1510,0.0196827160065261,0,1132.5,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,5000,0.0598838253787651,0,3166.6666666666665,0
-1.0,-1,0,-1,0,-1.0,0,-1,-0.0,-1.0,-1,0.0,-1,-1,0.0,-1,3288,0.0,0,1974.3333333333333,0
-0.3333333333333333,0,0,-1,0,-0.1666666666666666,0,0,-0.1666666666666666,0.0,0,0.408248290463863,0,0,-0.3333333333333333,0,15000,0.0,-1,5191.5,0
-1.0,1,1,1,0,-1.5,2,-2,-0.0,-2.0,-2,1.224744871391589,-2,-2,1.0,-2,0,-0.0,3,0.0,1
-0.6666666666666666,1,1,1,0,-1.1666666666666667,0,-2,-0.0,-1.6666666666666667,-1,1.1690451944500122,-2,-1,1.0,-2,0,0.0,3,12.833333333333334,0
1.6666666666666667,3,6,1,5,2.0,5,2,4.0,2.3333333333333335,2,0.6324555320336759,2,2,-0.6666666666666667,3,3000,0.0,-2,2416.6666666666665,1
