sample_id,true_label,model_prob,mcdm_ensemble,final_risk_score,model_prediction,mcdm_prediction,final_prediction,mcdm_topsis_equal,mcdm_topsis_weighted,mcdm_saw_equal,mcdm_saw_weighted,mcdm_wpm_equal,mcdm_wpm_weighted,mcdm_vikor_equal,mcdm_vikor_weighted,criteria_Payment_Behavior_Risk,criteria_Financial_Capacity_Risk,criteria_Severe_Default_Risk,criteria_Interaction_Risk,criteria_Other_Risk
10,0,0.57346255,0.5289440601733293,0.5556551515923724,1,1,1,0.43060837080175424,0.5567297854093363,0.599683927662502,0.5092044086961989,0.719459605331118,0.5704715845076327,0.4821188285349361,0.48211882189980904,-0.062041994,-0.037783332,0.4696813,0.0041109286,-0.09619501
11,0,0.66019475,0.542086865887907,0.6129516289178001,1,1,1,0.41768629140909236,0.44565658334729974,0.6393128744548976,0.5862236402628997,0.648835665174936,0.5708634431773371,0.590645165235278,0.5906451687300988,0.29212198,0.2869466,-0.15530157,-0.0019324049,0.22410692
12,1,0.62455916,0.5098369760025143,0.5786702947898149,1,1,1,0.455868635185182,0.46230856638218565,0.5938196843876752,0.5594364256623672,0.6226661037009301,0.5506282944577664,0.484638558305543,0.48463856312285414,0.26355347,0.24989541,-0.16398634,-0.004034751,0.14529693
13,0,0.22566207,0.4482894119848376,0.3147130053134587,0,0,0,0.7425402316260354,0.8318009484537108,0.2641906093717843,0.19272539795721458,0.34697080719728013,0.24002837896096704,0.4102484189529068,0.41024840866890944,-0.6825304,-0.2850921,-0.26138133,0.024159964,-0.046346188
14,0,0.20649965,0.3740652773947183,0.2735259060728814,0,0,0,0.8375258900525313,0.8346110995958437,0.17433479086392523,0.18042953143540716,0.28420158895566383,0.21359163336692238,0.14342495577728004,0.14342495193491564,-0.66582036,-0.27604863,-0.29413497,-0.012043224,-0.116328664
15,0,0.78156143,0.5899652459368194,0.704922988738421,1,1,1,0.23483156183117276,0.31679584340326583,0.7802441483388335,0.7175813526090491,0.8474099649201204,0.7563951826738289,0.6570084690347486,0.6570084729152464,0.5671295,0.0027781595,0.675043,-0.001407525,0.013025672
16,0,0.12728478,0.37160906212621536,0.2250144974076494,0,0,0,0.8959072282503593,0.9588451660197095,0.08069540122027252,0.055061831806124034,0.23346669982960588,0.1329265152997343,0.17441901162876422,0.1744190052352985,-1.0304683,-0.48454547,-0.2492875,0.0021256565,-0.18122633
17,1,0.5778554,0.48109866409105645,0.5391527105514311,1,0,1,0.5021079851013415,0.49920420197824544,0.5422425879925209,0.5220141049762165,0.5914784520314944,0.5203942795495001,0.3870200793791438,0.3870200853745147,0.16593586,0.23554973,-0.17335086,-0.0105364425,0.07815684
18,0,0.23705038,0.405335546451966,0.30436446107155485,0,0,0,0.771217643385042,0.8323959314711983,0.23859682441862096,0.20060149602586866,0.3390492104835873,0.23309493673640516,0.2353896170023374,0.23538962262743315,-0.7545875,-0.2541308,-0.26230022,-0.015418771,0.09929766
19,0,0.52129626,0.4884873597917919,0.5081727015613701,1,0,1,0.5453656969482716,0.5311306351464175,0.4972545188902351,0.4837176094008607,0.5310605880620587,0.4676178054370366,0.4587808187736872,0.4587808232409766,0.08452217,0.34252405,-0.21974243,-0.0048659323,-0.13542143
20,0,0.13061954,0.3457430649729667,0.2166689519656538,0,0,0,0.9349929148095353,0.9370673849626407,0.04964701720733711,0.06939474530640713,0.2183333513871963,0.14429863625296463,0.07365774753584399,0.07365774362791899,-0.9189723,-0.49236807,-0.2771119,-0.011821948,-0.21343894
21,1,0.4013307,0.520146332212019,0.4488569615394783,0,1,0,0.6155224510362758,0.7015073912389903,0.4168943751991766,0.3486932502762744,0.47936552011909217,0.3621479490420444,0.6003648484773814,0.6003648498513778,-0.4354971,-0.1263139,-0.19897076,-0.015840769,0.35847855
22,0,0.29963237,0.4075255960955468,0.34278966370162356,0,0,0,0.76188208393634,0.6923550857397828,0.26630446609257596,0.2963915833403564,0.38175962160208343,0.32401584005096157,0.24367203135733329,0.24367202611332237,-0.24823736,-0.13572127,-0.2634077,-0.0040141004,-0.21588895
23,0,0.3734297,0.4911091411286588,0.4205014798710345,0,0,0,0.6033178734082318,0.7265849069800332,0.4312128910614038,0.3246194255890441,0.4634058583240687,0.3347094855820711,0.5001476592459414,0.5001476620838943,-0.50150865,-0.06660374,-0.22933704,0.009892546,0.2518049
24,1,0.48951814,0.49425324441991425,0.49141218520006413,0,0,0,0.5212235462158685,0.6334952740738173,0.5243832954524358,0.432477515494221,0.5737191542038662,0.442508882046001,0.43033402251158254,0.4303340276600546,-0.2834715,0.3017258,-0.16025458,-0.003416107,0.08526252
25,0,0.3625826,0.46015550518435855,0.4016117645279671,0,0,0,0.6430254627389616,0.6895048446014592,0.38635207880280553,0.33049668943394395,0.43385906211894915,0.34237328374979387,0.40882089891043333,0.4088208907819042,-0.3118866,-0.14759095,-0.25064117,0.01222543,0.11550027
26,0,0.38564718,0.43498952473609476,0.40538412545287145,0,0,0,0.6453047700282806,0.6789404917836424,0.38891576970161823,0.3572048666673895,0.4676471779256809,0.3725699960585477,0.26996864921456154,0.2699686452897806,-0.3267941,0.10919832,-0.22990258,-0.0113362195,-0.025032133
27,0,0.2692103,0.4074388184964845,0.32450171565295016,0,0,0,0.7163662493841711,0.8122664440617631,0.3066544497064093,0.24095376471655242,0.3979136785739253,0.2590332269865696,0.20685518794731106,0.2068551948060142,-0.8095663,0.209422,-0.23190163,-0.016167622,-0.16863994
28,1,0.91477716,0.6729019808500623,0.818027123917326,1,1,1,0.05894276490281797,0.03230049240000421,0.9588190030404323,0.96325213007565,0.9657207559460879,0.9652332729508628,0.9174085822563148,0.9174085840839036,1.4865652,0.077063315,0.69325924,0.0022749824,0.09602805
29,0,0.569371,0.518244935462193,0.5489205652035539,1,1,1,0.45295264652197903,0.5382805658004828,0.579906155754132,0.5144182972719045,0.7034546795612656,0.5746047806804736,0.45294094716976957,0.4529409410719094,0.00085049146,-0.058302104,0.54107916,0.0011047167,-0.22366765
30,1,0.46764967,0.4377451757958348,0.4556878892728017,0,0,0,0.6104705342627514,0.5917879228342257,0.4271370613352685,0.4322794845790022,0.5118795240198821,0.4413845869850554,0.2554480343926879,0.25544804161522194,-0.07760015,0.14858799,-0.20646529,-0.025570698,0.01324526
31,0,0.3787565,0.48831574053036775,0.4225801951903805,0,0,0,0.6234235387072669,0.7205278461610982,0.40834686621919614,0.3318683342500345,0.447553599465355,0.33274525399755067,0.49056500626551997,0.49056500928007807,-0.4947492,-0.021590834,-0.2418037,-0.010109916,0.2552038
32,1,0.91198206,0.6617671067713633,0.8118960783958011,1,1,1,0.03255226003320727,0.055206214737006015,0.9818170781811634,0.9465562482143512,0.982099807585757,0.9541409629465054,0.8709519485869663,0.8709519508294905,1.3299757,0.08087153,0.76902115,0.0062362654,0.13375342
33,0,0.41072264,0.4744261923923727,0.4362040777402972,0,0,0,0.6113687626688393,0.6736375404614094,0.42373153059249136,0.3677312581610216,0.4718631659587857,0.3715228757771365,0.4243901580181502,0.42439016223306847,-0.32577837,0.0078767445,-0.23513228,-0.0076036556,0.1814382
34,0,0.23910885,0.3887862874103452,0.2989798252992974,0,0,0,0.7793268335925967,0.8162492099714236,0.23179669178264528,0.2086944092932649,0.32508212101291684,0.23664606192572907,0.17763483237599553,0.1776348388418242,-0.66880053,-0.26316234,-0.27801883,-0.012078246,0.04626803
35,0,0.22356163,0.40984360325537755,0.2980744310148662,0,0,0,0.7565105186461789,0.8628192493500968,0.2512052425725546,0.1774804050735568,0.3424014972384315,0.2082058017654791,0.25994626204574844,0.259946267315454,-0.9059761,-0.2163516,-0.24779019,-0.0095257545,0.116392724
36,0,0.30200785,0.4166598067039155,0.3478686440131626,0,0,0,0.7346934203970199,0.7358006140806913,0.29440868512605467,0.2850244809704894,0.4168009842234174,0.3264437101843895,0.23749904538375483,0.2374990408008316,-0.41941586,-0.11270709,-0.23426457,-0.007741155,-0.08184663
37,1,0.30067107,0.3840796423335506,0.33403450836259657,0,0,0,0.7639448550820089,0.7768291088003135,0.2799645216107909,0.2799824813668227,0.47653545841963646,0.34901580586608116,0.04492851178484068,0.044928512714138474,-0.5997048,-0.35787648,0.3048198,-0.038695052,-0.17086837
38,0,0.19177467,0.3923088962368309,0.271988365730927,0,0,0,0.8083043927764535,0.8886542185249122,0.20448391592621395,0.15189521875567522,0.32021549332005156,0.1941369003328497,0.19564578858822812,0.19564578369547395,-0.9304807,-0.08228133,-0.26288733,-0.0061604953,-0.17492962
39,1,0.74752146,0.6025423571688243,0.6895298248617772,1,1,1,0.21249161892377183,0.4028921195525502,0.8005437642852987,0.6637514118001379,0.8622210065972191,0.7109582714271598,0.6941808657861228,0.6941808562703711,0.30617464,0.12012891,0.5167633,0.02049183,0.103657626
40,0,0.29413706,0.46357282207086065,0.36191137415438646,0,0,0,0.6962933788409955,0.7990336540687906,0.3216823798257985,0.2505549881904041,0.39719625751405935,0.2682433476091398,0.4303012338567797,0.43030123712317814,-0.7367954,-0.14762627,-0.23543392,-0.018258858,0.24451871
41,0,0.8748714,0.6202513462478347,0.7730233862469367,1,1,1,0.172331162478718,0.10925537362936724,0.8618442047003098,0.8766842708631459,0.8885646142171565,0.8797896265874483,0.769382961212883,0.7693829645029938,1.272959,-0.069637835,0.71778125,0.00042345445,0.004987427
42,0,0.42332226,0.46348994921809317,0.43938934187557654,0,0,0,0.5985126489194663,0.6363552594083934,0.43865770072641885,0.39392294521386195,0.48666446450596046,0.3961598683972373,0.37948265199141545,0.3794826456506487,-0.21435457,0.2361303,-0.23358633,0.002291581,-0.11785131
43,0,0.34692758,0.44200765344823345,0.38495961727033035,0,0,0,0.6656455013789329,0.7103616148811807,0.3625644653573523,0.31665255488128297,0.42984684050551825,0.3347477024450278,0.33114596531289525,0.331145959098212,-0.3811853,-0.12009438,-0.24659735,0.0014594188,0.09562474
44,0,0.22853838,0.4153538248248557,0.3032645633342926,0,0,0,0.78785963657216,0.7976700912000334,0.22481805839434454,0.21054044036722483,0.3125864265785396,0.24120796485142923,0.30070438528678056,0.30070437761101465,-0.54423964,-0.22132973,-0.2905242,0.009534436,-0.18824404
45,0,0.16045663,0.3595946684994133,0.24011184843452102,0,0,0,0.9048606849732532,0.8901182433512134,0.10062768386204402,0.1222692362843287,0.25554608591166383,0.18317329195762422,0.10142891598182961,0.10142891212576904,-0.782885,-0.34569728,-0.29044724,-0.01203908,-0.24198607
46,0,0.35767314,0.4349336401493975,0.38857734206802164,0,0,0,0.6651977742761752,0.7054893232978218,0.36896422794771244,0.3360107778613479,0.48163297499869334,0.3716397918255337,0.2598247652829907,0.2598247613184289,-0.40991047,0.16539152,-0.19205359,-0.01112959,-0.15599617
47,0,0.87697715,0.6401913761428393,0.7822628378602424,1,1,1,0.19184954287787054,0.1062014528055121,0.8606422245769983,0.8861381780151654,0.877342708262681,0.8790117590310661,0.8439761743549496,0.8439761759647245,1.3212044,-0.091858946,0.80898124,0.000872259,-0.09330973
48,0,0.22789317,0.3920292686141966,0.29354762358337394,0,0,0,0.8087976084864261,0.8081933607430972,0.2048757339480176,0.20462572323071418,0.34387452729517576,0.2581166637959559,0.1871659919220522,0.187165987297591,-0.5887408,-0.3292072,-0.24915199,-0.0076219384,-0.06374497
49,0,0.6019443,0.5040569969068551,0.5627893951754007,1,1,1,0.4829565799366872,0.46045784189501204,0.5628833182398264,0.5421205127999016,0.6158990157637373,0.5475127037972791,0.48354789703760886,0.48354790151568106,0.30674064,0.072473176,-0.14694646,0.0015025279,0.16158263
50,0,0.5312053,0.44083904869131796,0.4950588212282362,1,0,0,0.5835530007007419,0.4799011546914628,0.4553886037629873,0.49997225394676026,0.5401090325738073,0.5018770986060052,0.286000879543645,0.286000876303952,0.2888654,0.10823988,-0.19329922,-0.015007681,-0.08203507
51,0,0.20149238,0.39355456740760686,0.2783172648592944,0,0,0,0.7902841291745601,0.8844540965731067,0.22207372305106754,0.15850758965434905,0.333214869088153,0.19767667123775742,0.1962244317078085,0.1962244270981445,-0.9426122,-0.12578759,-0.2510385,-0.007747238,-0.06802757
52,1,0.87621737,0.6204019908913792,0.7738912274364161,1,1,1,0.14635684575351343,0.10035046160968839,0.8694022718189695,0.8788597151903486,0.9053453391275262,0.8917900426168875,0.7688956569917061,0.7688956603500318,1.261912,0.027082976,0.64532435,0.0011332761,0.0034146118
53,1,0.8708826,0.6451730753334339,0.78059877257951,1,1,1,0.11393962807764307,0.15918120892949625,0.9132259464877014,0.8522939156312762,0.9284944871331942,0.8675371904445957,0.843351180672837,0.8433511826313874,1.0258104,-0.022124797,0.7799381,0.012870161,0.09406875
54,1,0.42942274,0.5044403376130138,0.4594297886668791,0,1,0,0.5414790864992194,0.6951340381152329,0.5054361900324514,0.3770446227093315,0.4992322253564472,0.3576207220393751,0.5204593009696407,0.5204593043729439,-0.5154782,0.39549416,-0.22850195,0.00547733,0.040581375
55,0,0.15165742,0.36275493494769206,0.23609642889936874,0,0,0,0.9038727253673784,0.9138298922892483,0.09643556594510194,0.10393142322727181,0.2687456003147023,0.178777183263822,0.10747070331781024,0.10747069920534072,-0.86625975,-0.39120698,-0.2653743,-0.010623218,-0.20641725
56,0,0.30659917,0.4260158493318834,0.35436585363541756,0,0,0,0.6811902567545074,0.7752948689216913,0.34475562065985865,0.2745549008566601,0.39262140146920554,0.2790308422411949,0.27592998484625764,0.27592997997188795,-0.6433526,0.07460309,-0.2672103,-0.0061076297,0.007779944
57,0,0.12636876,0.3328456486138154,0.20895951757321551,0,0,0,0.9719943901835013,0.9319400019369244,0.01981259411170988,0.0692710267364724,0.21764625750370914,0.1526576515950756,0.021657446980212477,0.02165744411841944,-0.8623641,-0.50568765,-0.26858187,-0.017697781,-0.29734364
58,0,0.15808603,0.3835196588151907,0.24825948402139564,0,0,0,0.8295386040669332,0.9363943838825002,0.16976872660791908,0.09553407080137463,0.28724897075685735,0.13915711113526424,0.20354562062673726,0.20354561489217657,-1.1121359,-0.2380623,-0.23718323,-0.0015105694,-0.101866566
59,1,0.9050851,0.6628879653766729,0.808206250165104,1,1,1,0.06335649058092802,0.06901707264020362,0.9758773109832865,0.9324512831012481,0.9678193376484505,0.9332523826787079,0.8896781834073634,0.8896781850942329,1.3553964,-0.0020267796,0.79000646,0.023091324,0.070360586
60,0,0.37478095,0.4423726351469239,0.4018176347577366,0,0,0,0.6525304014716675,0.7065672047693936,0.38143680311703076,0.3465956515093903,0.48256238791824374,0.36948904791183507,0.279422998535007,0.27942300502556483,-0.45715997,0.23723286,-0.1957499,-0.02415928,-0.0901448
61,1,0.772683,0.5634825542947706,0.6890028661640905,1,1,1,0.2515112677049724,0.2948810900143132,0.7586060724316047,0.7149793921365097,0.8374072982525455,0.7585748596186852,0.5782336360838792,0.5782336293304486,0.6550667,0.046234876,0.5567562,0.0050366274,-0.057790272
62,1,0.54068214,0.5055647172112893,0.5266351929338626,1,1,1,0.45371581268571354,0.6191114758696296,0.5774172893774855,0.4755102959846099,0.7020295968605507,0.5297135027696191,0.3800440035711858,0.3800439996012964,-0.27969643,0.15706004,0.34707507,-0.01089795,-0.06867188
63,0,0.36195537,0.4705996889893383,0.4054131092240083,0,0,0,0.6264642183930442,0.716086134078359,0.4051825719193788,0.322120497507428,0.4713730626775036,0.35094687653840406,0.4202174044748989,0.4202173963251712,-0.42161083,-0.13877945,-0.2084741,0.012336453,0.17142043
64,0,0.40595335,0.4237512510481484,0.4130725120092633,0,0,0,0.6555169096342741,0.6470535134419201,0.38144586121140045,0.3805871934781211,0.5006323858860345,0.413777722850239,0.20693141846650592,0.2069314163039774,-0.21887405,0.081382155,-0.18629499,-0.021206392,-0.05394662
65,0,0.1761583,0.38793986063967956,0.26087092368511683,0,0,0,0.8105913744628583,0.9145626439822079,0.1928602371577418,0.12162220251845055,0.3073710886976971,0.16466340557864645,0.20093134805600055,0.20093134279870126,-1.0406245,-0.21974885,-0.2438731,-0.0041601676,-0.052408583
66,1,0.5931864,0.5494346586559151,0.5756857143916263,1,1,1,0.3794530735076112,0.574046519039925,0.6493884720140565,0.5177212742689545,0.7499648735713652,0.5707234359823085,0.534582796073997,0.5345827887209491,-0.15817264,0.19631344,0.35709208,0.008162402,-0.044462286
67,0,0.86070216,0.6184540862105119,0.763802952538404,1,1,1,0.12476846985773998,0.17671857594081,0.8898090155105228,0.832774029214316,0.918384354407067,0.8547936800198517,0.7451450771052232,0.7451450804828781,0.9676305,-0.00043090293,0.6994076,0.008344563,0.12796071
68,1,0.14981036,0.3564482547053031,0.23246552019152372,0,0,0,0.914499315924513,0.9029375571330531,0.08371364583152385,0.10588456183094555,0.22662508766931658,0.1625910472811522,0.10631055489996612,0.10631055060568112,-0.8100897,-0.38167632,-0.30141774,-0.009600129,-0.2515264
69,1,0.39481896,0.41703494744186176,0.40370536786987216,0,0,0,0.692686117880853,0.6080054749561598,0.3397849274048893,0.37597180607806446,0.47455231154168714,0.41399609087994055,0.23136453438843824,0.23136454103803847,-0.029452637,-0.27723637,-0.16348638,-0.013701916,0.038556617
70,1,0.28563744,0.4058322891747203,0.3337153875889479,0,0,0,0.7307108611864064,0.7740121235334742,0.2923153953401877,0.2601506863089317,0.36352226490922096,0.27294931026986574,0.21600447791570954,0.2160044739338879,-0.57280844,-0.07463852,-0.27724168,-0.011150161,0.0009508396
71,0,0.24398375,0.4245252886004518,0.3162003747060804,0,0,0,0.7567175361187621,0.8404792678179285,0.25445911704732516,0.20218753654380614,0.35715994527744943,0.23086234774111852,0.30264861351683386,0.30264861828359213,-0.8392219,-0.20101081,-0.24242143,-0.023124348,0.15659687
72,0,0.1272484,0.3482789345033215,0.21566062360792346,0,0,0,0.9191469348373871,0.9533807884224159,0.0603801539483696,0.05656445198865087,0.21611554695330737,0.12828230520348155,0.08986849996732309,0.08986849575495082,-1.0180448,-0.48015437,-0.27484033,-0.010127326,-0.16056377
73,1,0.7795646,0.5988655073288269,0.7072849803305938,1,1,1,0.2112101082981555,0.3040411967331811,0.8015508333233589,0.7142375382544159,0.8630570337604747,0.7579747755197734,0.7099952445264526,0.7099952345652558,0.6234231,0.03440545,0.51657015,0.023050992,0.047460016
74,0,0.38197806,0.4254401623534807,0.3993629127473691,0,0,0,0.6704847243410985,0.657988310365459,0.36496199452755773,0.36540563874573806,0.4809149631541754,0.3965196931927241,0.22955328679717113,0.22955328367545455,-0.24636409,0.15230326,-0.20200275,-0.01582966,-0.1874877
75,0,0.4308885,0.4975103448906252,0.4575372581115845,0,0,0,0.5647143754309998,0.678990942661432,0.4770507777266748,0.3768233524947576,0.4862627516597808,0.36793659120800576,0.504079619627915,0.5040796229076202,-0.3837253,0.0918389,-0.23861255,0.004097595,0.22995403
76,0,0.24873134,0.3844821268732545,0.303031660692501,0,0,0,0.8324337521988672,0.702306129531448,0.18125365106452096,0.25079723449360203,0.3354554748729258,0.29425692621890015,0.2089583822554288,0.20895837658655833,-0.21054634,-0.4353917,-0.23482634,-0.0017011319,-0.24114513
77,0,0.20821849,0.3662274504323111,0.2714220772035641,0,0,0,0.8745394469132908,0.7900979423292626,0.14255728995918204,0.19650368210653948,0.30687411622863253,0.2507338546281842,0.11970150879658538,0.11970150512504221,-0.4773564,-0.35645902,-0.26909828,-0.012984756,-0.2380195
78,1,0.42958266,0.44347669842990267,0.43514029647172303,0,0,0,0.6372035245720911,0.5915927119483257,0.396099793816051,0.3998878235866975,0.475931160024908,0.41229783556552696,0.334269441971415,0.33426944734250097,-0.0044068876,-0.18615453,-0.21707399,-0.0023805515,0.10824142
79,0,0.3141543,0.4379441710077432,0.3636702496513807,0,0,0,0.7145319102389114,0.7089490853030705,0.31551681986626046,0.30300031005242645,0.43349009943219563,0.3460474903005375,0.3211994860942816,0.3211994793744315,-0.3330626,-0.043994714,-0.22831377,0.0042931796,-0.19791126
80,1,0.7840609,0.555962125332852,0.6928213933593829,1,1,1,0.2488966010327553,0.2679001316915034,0.7594187876306463,0.734429746856615,0.83910417060962,0.7758496149977311,0.5472589102552399,0.547258904446804,0.72781396,0.117069006,0.5529833,-0.00024248613,-0.12635429
81,0,0.1442365,0.35132152735930117,0.22707051694290412,0,0,0,0.9134215829487982,0.9197405217218271,0.0807588818012791,0.09288701915855041,0.20134064654514117,0.1396596211893212,0.096982771329846,0.09698276726100483,-0.8817478,-0.37931252,-0.31038523,-0.010883592,-0.21643226
82,0,0.43801457,0.4319982172084992,0.43560802702240725,0,0,0,0.6624942146056931,0.550626809307049,0.3745639441615394,0.42060358935970077,0.5114781906413767,0.4589106048387674,0.2795086288780976,0.2795086244348235,0.13500515,-0.18064551,-0.15013814,-0.008360323,-0.06330536
83,0,0.39021367,0.46357705302705443,0.41955902817912927,0,0,0,0.6112165910736678,0.6941949489719269,0.4236118306900577,0.3491154041757014,0.46862692717057725,0.35815258827986524,0.3856367938256155,0.3856367985423117,-0.38283873,0.0069907345,-0.23532811,0.003179132,0.14336224
84,1,0.66385263,0.5459390501680184,0.6166872052551193,1,1,1,0.4135666049655577,0.4454382286378472,0.6447164058777993,0.588775147155047,0.6508742888510606,0.5718998354361655,0.6029353074552398,0.6029353108026774,0.28889194,0.2980169,-0.15568621,-0.0021041557,0.2331715
85,1,0.5018641,0.4951700966719982,0.49918650194661607,1,0,0,0.5554570137435721,0.590235919436711,0.485534851615137,0.45618866563145777,0.5546778279206355,0.463271086321894,0.44559174390583406,0.44559174867496654,-0.12985091,0.33647802,-0.17500761,-0.022420667,-0.019963106
86,0,0.8202606,0.6027259787182199,0.7332467480603928,1,1,1,0.1885732590990194,0.25482721811100106,0.8354362716292215,0.7665052607140451,0.8758188466988053,0.7933954049289567,0.70388966496693,0.7038896684824679,0.7566115,-0.06783967,0.6896731,0.0094451625,0.11200234
87,0,0.2766254,0.4378036734855205,0.3410967122473729,0,0,0,0.6976258730300058,0.8195798535207983,0.3208860522149386,0.23312266443713223,0.3715551110813922,0.2382254339083502,0.34401585355468806,0.3440158581533118,-0.8259616,-0.040456332,-0.26034394,-0.01276044,0.16003883
88,0,0.29522297,0.4104804515131615,0.3413259643033466,0,0,0,0.7199452925094023,0.7620654159595089,0.30415106649679,0.27086011093785256,0.3615815502856724,0.27572133604992427,0.23600613149874244,0.23600612712344318,-0.5387007,-0.04357668,-0.2828368,-0.00892451,-0.014332989
89,0,0.40886658,0.43651033377512544,0.4199240960115761,0,0,0,0.6534108105571599,0.6346388340860969,0.38201704997199426,0.3896389777606525,0.485170366908598,0.40885865543272304,0.26774882541710626,0.2677488320903546,-0.19737877,0.22607939,-0.20830868,-0.022364706,-0.18490039
90,0,0.37471655,0.4819477812569791,0.417609054490783,0,0,0,0.6055114747624066,0.7281001012818262,0.4289399007379562,0.32690816519208665,0.45011366829805544,0.32596753480931207,0.46638880701284086,0.46638881045018843,-0.5222524,0.01432724,-0.24608302,0.0038993307,0.21985303
91,0,0.3459116,0.44157571817478236,0.3841772515576708,0,0,0,0.69093860497179,0.7146208943719331,0.3370536361723996,0.3160212889399242,0.435618326648134,0.3420119344600823,0.319126957718224,0.3191269629448198,-0.4020469,-0.13376772,-0.22840051,-0.017534051,0.12646975
92,0,0.24477118,0.40463763204922115,0.3087177683024003,0,0,0,0.7886600862840059,0.7839618806536371,0.23323174867194152,0.23091651572045133,0.3442905249969053,0.2665759789811531,0.2336189780284187,0.23361897250714622,-0.52749443,-0.121935114,-0.27657676,-0.0025360927,-0.21637557
93,1,0.9114979,0.6802500804191756,0.8189988144209357,1,1,1,0.08149619803069369,0.06230376274989308,0.9668277117755314,0.9494964074294419,0.9576276550034426,0.9437641932941365,0.9417280433409544,0.9417280443120796,1.3923271,-0.028664943,0.8442993,0.0053072055,0.10057473
94,1,0.61222917,0.5022132952452255,0.5682228429889898,1,1,1,0.47422322858491045,0.43706338658936994,0.5690041279151904,0.5561919949137148,0.640255644304258,0.5735371183787628,0.4693554342289214,0.4693554274569329,0.3785112,0.07865608,-0.107292056,0.004904732,0.08369159
95,0,0.43269813,0.4480844434537061,0.4388526557460455,0,0,0,0.6120755507345572,0.6361499988921744,0.425119648015986,0.39623219071935467,0.5178714414329207,0.4219438943166391,0.29517046258868823,0.2951704689715495,-0.19957724,0.05610682,-0.18779951,-0.01127583,0.05347423
96,0,0.45288736,0.48980970882050456,0.4676563032574346,0,0,0,0.5643649906620087,0.6621374836230346,0.47679327879162636,0.39935341920549483,0.5124220272923451,0.39570493100190673,0.44875648655216654,0.44875649092735637,-0.35365498,0.19802456,-0.21488057,-0.012367077,0.17564647
